SUBJECT_NUMBER,Chest,Weight,Hip,Height,Waist,Inseam
22613,41.1,176.66,39.53,68.9,35.47,31.09
22614,37.72,163.68,38.78,65.35,32.28,28.65
22627,34.61,138.82,36.22,67.76,28.46,31.44
22630,36.5,143.88,35.16,69.96,27.87,32.7
22641,37.48,168.74,37.91,71.65,32.01,35.1
22648,43.86,215.38,41.42,72.48,38.19,32.27
22649,37.48,164.34,38.39,69.65,31.02,31.91
22664,35.87,157.74,38.74,70.55,31.69,32.66
22672,34.41,139.92,36.42,67.83,29.25,30.77
22691,37.36,141.24,35.43,62.8,31.3,28.17
22704,41.65,198.0,40.51,69.88,32.99,32.31
22706,36.06,130.9,34.84,65.35,28.35,30.38
22738,41.5,195.58,40.75,69.69,36.18,32.46
22748,36.46,136.4,33.9,64.17,31.3,30.61
22757,36.02,163.02,36.3,72.2,29.96,36.05
22758,39.09,160.82,36.69,66.54,32.28,30.65
22779,40.59,181.28,40.12,67.76,34.41,31.2
22798,33.62,141.24,35.43,67.44,27.2,32.62
22880,39.61,185.68,40.94,69.41,34.02,31.2
22896,37.87,157.96,36.42,66.93,31.85,31.72
22906,39.57,189.42,39.45,66.61,35.16,30.38
22924,40.51,183.48,39.61,69.72,34.92,32.5
22929,37.2,141.9,34.96,67.09,30.04,32.27
22942,42.91,205.04,41.73,70.87,34.8,34.31
22986,37.68,160.16,36.93,69.88,30.94,32.31
23189,34.49,143.0,35.94,69.13,28.35,32.11
23191,39.84,186.12,40.0,70.47,33.03,32.54
23192,43.15,208.34,41.65,70.94,36.73,32.98
23193,35.47,131.12,35.12,65.55,27.13,30.61
23224,41.26,181.28,39.25,69.53,32.8,32.35
23243,39.49,188.76,39.72,71.06,33.54,33.17
23260,38.66,159.72,37.6,66.97,36.54,29.59
23262,43.9,230.34,43.43,74.53,37.95,33.92
23304,40.04,196.9,40.24,71.06,35.04,33.33
23305,35.35,159.28,37.76,74.06,30.55,35.26
23306,40.28,203.72,41.77,70.47,37.68,32.03
23318,38.9,188.1,39.84,73.86,31.18,34.51
23363,37.24,145.42,37.72,64.8,31.89,29.08
23411,41.5,196.46,41.93,69.41,36.26,33.25
23423,43.94,248.16,45.87,75.75,37.68,35.02
23431,36.02,154.88,36.26,70.0,30.83,32.7
23439,40.59,193.82,39.65,71.69,34.57,33.92
23444,38.5,173.8,38.74,73.58,32.76,34.31
23450,36.81,157.74,37.64,69.13,31.14,31.72
23458,35.24,151.36,36.61,68.66,29.37,31.09
23460,37.52,170.28,39.09,67.64,32.48,30.26
23461,40.16,165.22,37.32,70.47,31.65,33.49
23465,37.87,174.46,38.43,71.14,32.91,34.47
23469,40.75,197.34,41.5,69.96,36.26,31.87
23472,35.75,151.8,35.94,70.28,29.69,31.87
23476,37.68,154.44,36.57,70.12,31.02,32.39
23480,42.8,223.96,42.13,73.11,39.61,34.24
23485,40.16,171.16,38.19,71.57,33.98,34.79
23492,41.38,165.0,38.78,64.02,36.5,28.37
23493,36.57,170.28,40.04,69.25,32.8,32.46
23496,42.01,199.76,41.85,69.41,35.71,30.89
23510,40.12,177.76,40.87,66.46,33.82,30.73
23544,33.86,136.4,36.06,72.24,28.7,34.24
23563,34.8,147.62,36.22,69.09,30.55,32.5
23567,38.23,161.04,39.41,64.29,33.11,27.98
23590,37.32,144.76,35.79,66.02,30.91,30.73
23591,39.06,158.18,37.4,68.98,31.02,32.43
23592,39.37,168.52,37.56,68.82,33.58,31.64
23593,37.56,168.74,38.66,71.1,33.9,33.88
23594,49.92,273.46,46.26,75.04,44.17,34.55
23595,39.84,210.98,42.13,72.72,34.92,35.22
23597,34.92,137.72,36.26,65.39,30.43,30.34
23600,42.01,203.06,41.61,70.75,36.73,31.28
23602,36.38,149.16,36.06,70.31,29.17,32.11
23603,41.46,198.22,42.36,71.26,35.91,32.66
23605,37.4,149.38,35.79,69.41,30.43,31.36
23606,37.95,180.62,41.81,68.03,34.33,30.5
23614,39.06,191.84,39.92,71.18,33.58,33.06
23615,38.11,169.62,39.37,70.98,32.36,31.52
23617,38.78,167.42,39.69,65.28,33.66,28.8
23618,41.22,166.98,38.94,63.35,35.71,26.95
23619,34.49,128.7,33.66,66.89,28.66,31.13
23624,39.53,182.6,39.69,71.06,31.81,31.56
23625,33.66,147.4,36.3,70.0,28.94,31.36
23626,42.28,210.54,41.61,70.98,36.73,32.66
23648,40.83,201.52,41.54,69.17,37.52,32.03
23650,32.91,126.28,34.37,67.13,28.19,30.61
23668,40.39,175.34,39.61,67.28,32.48,30.06
23701,33.19,121.22,33.35,66.3,29.37,30.34
23706,42.01,185.68,41.54,67.4,36.65,30.5
23714,37.01,159.5,37.72,68.35,30.47,30.69
23717,36.54,154.44,37.44,72.32,32.01,32.66
23722,40.87,172.48,38.31,70.79,35.24,34.04
23741,43.9,225.94,43.74,70.87,39.72,31.83
23804,40.12,181.28,40.71,69.13,32.2,31.28
23807,41.57,190.08,40.51,72.24,32.4,32.66
23809,38.03,155.98,37.72,66.06,33.15,31.01
23812,41.42,193.16,40.16,72.24,33.94,32.66
23835,36.18,137.5,35.75,65.87,32.4,29.35
23841,42.8,200.64,40.91,68.23,37.13,31.28
23842,37.24,174.68,39.8,69.53,30.39,34.16
23848,38.03,184.8,41.89,71.38,35.12,32.7
23864,38.43,172.7,38.86,68.98,35.0,33.02
23868,35.98,140.14,36.02,67.24,28.98,31.32
24063,38.46,169.4,39.25,69.41,33.74,31.87
24092,36.54,147.84,36.42,65.98,30.24,30.69
24101,40.94,179.96,39.41,69.29,32.68,32.23
24102,39.33,173.8,39.49,66.34,33.19,31.13
24132,41.69,177.98,39.33,67.36,33.46,32.46
24139,36.89,155.32,36.65,70.35,30.16,32.15
24140,40.67,169.4,38.39,71.34,33.23,33.49
24142,36.97,145.2,37.48,63.43,30.0,29.16
24152,39.45,166.54,37.05,69.29,31.81,32.03
24171,37.76,151.58,35.75,67.32,32.52,30.34
24173,39.92,163.24,37.2,69.49,34.65,31.17
24175,37.99,145.42,36.18,64.65,30.24,29.67
24177,38.54,159.72,36.93,67.52,30.35,30.38
24180,37.09,152.68,36.77,64.17,32.83,27.07
24182,37.44,139.04,35.83,66.02,31.22,29.71
24186,36.06,140.36,36.81,64.02,31.38,28.13
24187,42.13,189.86,40.83,65.28,37.01,29.94
24192,35.91,143.88,36.18,68.86,31.93,32.5
24205,37.83,167.2,38.54,67.36,32.68,31.6
24206,42.95,197.56,41.61,69.88,36.81,33.25
24209,40.98,190.96,41.69,68.66,36.46,30.97
24212,42.13,184.14,40.0,69.09,33.78,30.97
24214,36.38,161.26,36.02,69.57,29.49,33.53
24216,37.95,176.44,38.31,70.0,31.89,34.39
24229,40.16,152.9,37.36,65.08,33.62,29.51
24276,34.96,134.64,35.87,66.42,28.35,29.91
24371,39.09,195.36,42.48,71.06,34.06,32.58
24400,38.27,177.76,38.07,68.86,33.78,30.57
24413,39.37,166.76,38.11,66.22,32.52,29.67
24414,37.87,155.1,38.03,67.05,31.73,30.85
24415,40.71,187.44,38.62,73.54,33.78,34.35
24423,45.24,230.78,44.09,71.22,40.75,32.27
24450,44.37,212.96,43.43,66.3,41.1,29.47
24453,39.25,183.48,38.9,73.03,33.11,34.0
24463,37.64,167.2,38.35,72.48,32.8,33.21
24473,40.0,180.4,38.58,68.7,34.09,31.76
24509,44.49,221.1,43.46,72.05,36.42,32.15
24514,40.83,191.84,39.33,71.06,32.44,33.25
24532,38.54,198.88,42.44,68.58,33.66,31.48
25923,39.76,182.6,39.57,71.34,31.69,33.76
25926,35.31,151.14,38.43,68.62,30.04,31.09
25929,36.65,157.3,37.52,67.87,29.84,30.89
25930,41.57,195.14,41.46,69.17,36.97,30.89
25931,40.24,189.64,40.04,70.79,31.57,31.52
25932,37.48,159.5,36.97,71.46,30.31,33.41
25935,35.43,142.56,35.2,69.49,29.21,31.72
25936,33.27,121.88,35.04,65.63,27.6,30.1
25938,36.77,146.08,35.39,71.57,30.12,33.25
25939,39.61,177.54,42.13,67.44,32.48,31.05
25940,36.93,157.08,36.69,72.09,29.37,33.33
25945,37.17,149.16,36.81,65.59,31.18,27.86
25955,36.73,151.8,36.02,70.0,28.94,33.06
25963,36.14,151.36,36.42,68.19,29.33,31.05
25965,37.36,145.2,35.04,66.89,29.84,30.89
25967,36.1,155.54,35.75,70.75,29.37,34.39
25968,36.61,157.08,37.76,68.15,31.3,32.74
25969,37.6,165.0,37.56,70.31,32.32,32.11
25971,37.95,169.4,37.87,69.37,31.77,31.83
25972,38.98,172.48,39.37,65.91,33.74,28.72
25978,34.84,151.58,35.67,71.73,29.25,34.2
25979,37.13,160.16,37.4,67.24,30.24,30.42
25983,43.35,196.24,41.57,68.7,36.34,32.31
90001,37.2,139.26,36.81,64.17,30.2,30.22
