SUBJECT_NUMBER,Chest,Weight,Hip,Height,Waist,Inseam
14841,37.68,166.1,37.32,72.44,31.81,33.45
14842,37.48,175.12,39.33,72.09,33.23,33.02
14861,39.25,157.74,37.2,66.85,30.12,30.42
14894,42.2,188.32,39.92,67.24,34.65,30.06
14900,37.83,156.86,37.56,67.05,30.91,31.36
14917,44.65,217.8,42.56,71.26,38.39,32.43
14947,40.63,181.5,39.45,70.55,31.97,31.36
14954,39.53,173.36,40.12,67.32,32.09,31.6
14958,37.95,162.36,38.03,66.46,32.87,31.13
14959,36.5,157.52,36.38,67.4,30.31,32.58
14962,38.35,169.62,38.86,69.37,33.86,32.78
14966,38.39,180.4,39.69,70.59,34.41,31.56
14971,41.26,189.64,41.02,68.74,35.79,30.57
14972,37.91,193.38,42.01,72.68,31.93,34.67
14975,34.8,142.12,36.5,68.78,31.77,31.8
14987,40.2,165.22,37.72,69.09,31.22,33.76
15006,40.31,179.96,40.31,65.98,33.31,28.96
15007,40.75,174.68,38.27,72.05,31.5,33.88
15012,37.91,161.26,37.87,66.26,33.19,29.67
15014,36.18,145.64,35.35,67.91,30.51,31.64
15016,41.18,195.36,41.54,71.89,35.98,33.88
15026,40.71,165.88,39.21,68.66,31.1,32.46
15045,38.03,163.24,37.99,68.62,31.69,32.27
15050,37.09,158.84,37.17,69.09,30.43,31.91
15067,42.91,195.36,41.77,67.8,36.85,32.46
15082,37.72,146.96,36.54,67.83,31.97,32.43
15125,33.74,120.12,32.76,66.54,28.31,32.35
15130,36.97,143.88,36.89,67.99,29.33,32.15
15131,36.34,145.86,36.3,66.97,30.35,31.6
15133,40.16,167.2,37.64,69.17,32.36,31.52
15138,38.43,156.42,37.48,67.05,30.39,30.73
15144,43.74,218.68,42.48,73.11,35.75,35.22
15169,39.17,179.96,39.33,68.39,34.57,31.83
15174,37.99,157.52,37.28,64.84,32.36,29.75
15353,37.95,171.16,38.58,72.28,31.61,35.26
15365,45.63,214.72,43.19,71.06,38.7,33.84
15404,40.04,175.34,39.17,67.95,35.2,30.61
15438,39.61,175.12,39.41,69.49,34.69,31.05
15441,33.27,119.46,33.98,67.91,28.31,31.56
15461,38.27,163.24,39.41,67.44,31.61,30.38
15476,42.87,196.9,39.53,68.94,39.06,31.52
15546,39.13,168.3,38.07,67.83,31.46,29.98
15561,41.18,163.46,38.98,65.79,34.8,29.16
15669,42.24,197.34,40.39,72.56,36.02,34.63
15676,50.12,238.04,44.84,71.34,41.02,32.78
15678,38.19,162.8,39.49,68.7,32.72,31.44
15679,40.2,187.88,41.06,67.2,35.59,30.57
15680,40.24,177.98,38.86,68.35,33.9,30.14
15683,36.26,163.9,37.87,72.24,31.26,35.42
15686,35.87,168.96,37.36,71.85,31.14,35.02
15692,39.57,170.5,38.98,69.69,31.18,31.32
15694,41.73,181.28,38.58,67.99,34.61,30.69
15702,39.13,175.78,38.03,70.0,34.57,32.7
15705,44.09,185.24,39.61,67.36,37.32,30.61
15711,41.02,200.64,40.55,74.88,38.35,34.87
15722,36.46,175.78,41.61,68.03,32.44,31.36
15724,38.11,173.14,38.54,73.31,31.3,33.72
15727,40.16,186.34,39.33,69.37,33.43,31.52
15731,36.38,155.54,37.05,71.34,31.38,32.74
15736,36.77,169.62,39.96,69.8,30.43,33.69
15753,37.13,170.06,38.9,69.53,32.64,31.4
15754,38.78,163.68,38.35,67.52,32.83,29.94
15755,38.07,165.88,37.95,65.47,30.67,30.77
15756,39.29,182.6,39.8,69.06,33.46,30.81
15760,38.82,179.08,39.72,70.75,33.35,32.7
15765,35.59,161.7,37.76,68.86,29.53,33.53
15770,40.51,206.58,42.01,72.68,35.0,33.45
15776,41.14,192.94,41.69,70.28,35.59,35.02
15781,41.1,172.26,37.24,67.2,34.21,31.2
15782,37.56,159.28,38.03,69.09,34.37,32.39
15797,42.28,197.12,41.65,71.1,36.3,35.38
15799,39.09,156.64,37.83,64.09,34.06,28.72
15800,39.29,182.16,40.71,69.57,33.5,31.17
15821,37.52,174.02,38.5,71.3,34.06,32.58
15830,39.61,151.36,35.75,66.26,32.64,30.81
15846,39.02,165.22,38.11,67.05,30.79,31.6
15865,37.01,162.58,37.64,66.69,32.52,31.8
15896,43.15,220.0,40.87,73.7,38.66,35.73
16179,35.79,132.88,34.37,64.06,28.66,28.76
16182,38.19,173.58,39.25,69.8,32.99,31.8
16200,36.3,149.6,36.1,67.4,30.83,32.82
16214,37.13,150.48,35.28,70.55,29.92,35.3
16256,41.18,186.56,40.0,69.13,36.77,31.91
16259,37.8,162.8,36.46,70.39,31.5,33.06
16271,38.31,165.88,39.37,65.51,32.64,29.43
16283,39.84,183.48,40.39,69.29,34.25,30.89
16330,39.09,178.86,40.55,68.03,33.94,30.85
16351,37.01,162.36,36.57,70.24,30.39,31.4
16514,41.02,183.04,40.0,70.51,33.5,33.8
16522,44.29,214.94,43.39,69.25,38.86,31.8
16540,35.0,130.46,34.57,63.5,27.8,29.08
16558,34.96,152.46,37.91,68.23,29.92,31.28
16565,37.8,166.54,38.19,67.83,32.87,31.2
16567,44.41,199.54,41.73,66.89,37.99,30.65
16570,38.5,152.02,37.68,64.41,33.7,29.47
16612,40.2,184.14,40.94,67.76,34.57,30.89
16633,41.06,203.28,40.87,73.74,34.84,35.69
16665,35.55,153.56,35.51,67.87,29.29,33.09
16673,36.65,167.86,39.61,66.1,30.63,30.85
16681,42.24,200.86,43.07,72.95,36.42,34.47
16684,40.47,173.8,38.94,71.69,35.12,31.28
16689,37.01,134.2,33.7,67.28,30.04,31.8
16690,42.36,194.7,39.65,72.13,36.73,32.9
16693,42.72,196.46,38.98,72.72,32.68,34.98
16699,39.72,174.02,37.48,72.2,31.3,34.71
16701,42.32,205.7,41.85,68.19,37.91,30.61
16704,41.34,181.94,40.0,70.67,32.17,32.43
16706,40.43,187.88,41.1,65.87,32.95,31.8
16717,41.46,181.5,40.98,65.91,36.26,29.63
16720,38.15,181.06,40.04,70.94,32.2,32.54
16723,38.15,153.56,36.54,67.76,30.2,30.61
16737,50.43,257.18,43.43,72.6,41.5,33.13
16745,35.24,138.16,36.02,68.03,28.58,31.6
16791,39.02,163.02,37.87,66.69,31.5,30.65
16794,38.15,162.36,38.35,67.24,30.98,29.63
16799,37.13,153.34,37.09,69.29,29.84,32.46
16813,37.6,167.86,39.72,69.84,32.64,32.31
16817,42.52,200.2,40.35,72.6,35.31,33.96
16820,38.39,171.82,38.5,68.58,32.52,32.11
16826,37.24,155.54,35.75,69.84,29.45,32.66
16827,37.48,156.86,38.54,68.62,30.83,30.22
16834,40.63,186.56,40.71,70.79,34.25,33.53
16836,40.94,201.3,40.79,72.13,35.12,33.09
16841,42.64,210.32,41.73,70.75,37.32,32.23
16843,42.28,210.32,42.8,70.55,35.08,33.17
16849,42.01,189.42,40.98,67.44,36.69,30.34
16850,35.91,140.36,35.39,67.52,30.08,30.97
16853,36.61,126.06,34.02,62.17,29.84,29.43
16859,40.47,167.2,37.87,68.66,32.44,32.46
16864,40.04,186.78,39.76,69.17,35.31,30.93
16870,34.84,129.14,34.29,66.3,28.86,29.94
16877,40.71,186.56,40.39,67.48,35.98,30.5
16878,43.27,204.82,40.47,71.54,38.19,32.11
16885,35.98,136.62,33.5,66.06,27.76,29.91
16892,41.77,195.8,40.16,70.79,33.78,33.17
16894,40.35,167.86,37.36,67.01,30.91,30.5
16895,39.21,164.12,37.6,70.59,32.28,32.62
16903,35.12,140.36,34.88,66.69,30.75,30.73
16930,36.97,147.84,36.85,66.85,30.55,30.1
16932,41.3,214.5,42.72,72.99,34.72,33.37
16935,37.95,181.5,40.63,70.71,31.81,32.07
16943,44.96,213.62,41.1,73.15,37.99,33.69
16953,41.81,218.9,44.02,72.52,36.73,33.76
16961,38.23,167.42,36.61,68.19,33.78,30.89
16964,35.55,142.12,35.59,67.8,29.29,29.79
16966,35.79,138.6,35.08,65.94,29.45,30.3
16977,37.28,170.06,38.03,71.22,31.38,32.86
16980,39.53,177.54,39.49,72.87,31.18,33.45
16981,36.34,135.52,34.45,69.21,30.0,33.69
16989,35.47,144.76,36.57,66.69,30.47,30.89
16995,36.54,170.28,38.39,68.11,32.2,31.01
17027,36.22,148.94,36.14,68.5,30.94,31.83
17028,38.27,161.92,36.06,73.5,32.68,36.28
17056,39.61,158.62,37.52,63.5,32.95,28.25
17087,40.28,185.02,39.61,68.27,35.43,32.43
17116,35.43,158.4,36.97,69.41,29.45,32.07
17117,35.75,145.2,35.24,69.61,29.53,32.5
17118,38.27,175.34,38.62,70.47,32.09,33.88
17121,46.06,229.46,43.54,70.0,39.88,33.17
17125,37.48,162.8,37.44,71.06,30.98,33.21
17131,33.07,135.74,34.88,68.27,26.61,32.98
17147,39.69,190.52,38.9,73.54,33.19,33.57
17156,40.16,172.7,38.19,68.74,33.62,32.27
17162,34.49,122.98,35.71,58.94,29.06,25.57
17164,37.91,158.18,37.2,68.82,31.93,31.28
17169,46.46,245.08,44.65,73.5,37.2,33.84
17262,39.02,171.6,39.25,65.75,34.29,30.54
17267,44.13,246.62,43.78,71.97,42.2,31.32
17285,35.67,159.28,39.65,69.21,29.25,31.2
17288,40.04,165.0,37.76,65.87,34.57,30.54
17290,38.62,184.8,39.29,72.05,31.38,33.72
17294,40.75,183.92,39.76,73.19,31.89,34.51
17306,36.34,154.22,36.65,68.43,32.6,31.56
17309,37.36,153.78,36.06,65.28,33.23,30.85
17329,32.91,125.62,32.52,64.49,26.54,31.52
17370,41.02,185.46,39.84,69.65,32.72,31.99
17371,36.14,156.2,36.06,70.71,29.53,34.71
17382,36.89,140.58,35.91,65.28,30.59,30.22
17383,39.41,161.04,38.54,65.75,32.52,29.63
17455,37.28,155.76,36.18,73.35,32.72,36.28
17561,37.52,158.4,37.56,65.71,34.57,29.2
17565,39.33,183.7,40.63,65.55,32.24,30.97
17595,35.83,135.3,35.2,66.97,29.53,30.89
17604,38.98,163.24,37.13,67.83,33.46,31.2
17606,41.42,174.9,39.33,68.66,33.82,31.68
17613,38.31,159.94,38.46,68.19,32.99,31.52
17623,39.92,192.28,40.98,70.55,33.27,34.0
17626,38.74,160.82,37.56,67.13,32.24,31.28
17655,35.47,156.2,38.27,69.88,29.69,32.5
17662,39.33,176.66,39.41,65.98,34.57,30.1
17673,40.2,183.48,40.24,69.49,32.48,32.94
17684,42.68,170.06,39.69,68.19,33.94,31.05
17689,37.48,187.0,39.33,80.39,29.88,39.2
17692,38.07,173.8,39.92,67.68,35.63,29.87
17697,42.56,183.7,39.61,69.09,36.89,30.93
17710,40.0,179.74,38.43,74.02,33.58,37.03
17720,37.87,193.6,39.25,74.02,31.81,35.65
17737,41.46,174.9,38.78,65.04,36.22,29.75
17745,44.65,209.22,42.56,69.57,38.35,30.93
18043,42.36,220.0,42.24,72.09,34.8,35.14
18062,41.26,201.3,41.61,72.13,36.85,32.58
18072,38.7,186.78,39.92,72.56,32.95,31.72
18081,42.68,217.36,42.72,72.83,38.78,33.92
18104,43.31,179.08,40.35,66.65,37.28,29.79
18105,42.8,223.08,44.61,73.07,38.54,33.49
18106,38.62,163.24,37.64,71.14,32.09,32.78
18125,40.35,187.22,40.63,70.71,33.07,32.78
18131,39.61,172.48,38.03,71.54,31.65,31.87
18137,34.88,128.7,34.45,67.13,27.36,31.56
18139,38.03,179.3,39.92,69.17,32.6,31.32
18150,37.44,155.32,36.38,68.39,31.89,33.8
18164,44.21,219.56,42.24,71.34,38.43,31.76
18176,34.88,139.48,36.85,66.97,31.14,30.89
18181,38.03,147.4,36.61,67.24,30.63,31.4
18203,44.53,223.52,44.41,70.08,38.58,30.65
18204,39.84,179.52,38.74,69.17,31.42,31.87
18214,44.49,210.1,42.72,70.28,36.34,31.09
18215,39.57,194.48,42.05,69.37,33.54,32.62
18223,40.31,184.8,41.14,65.67,34.84,30.26
18232,38.9,175.34,39.17,74.53,32.32,35.54
18240,36.89,137.5,35.39,65.75,29.61,30.93
18251,39.17,181.5,40.24,71.89,32.28,32.66
18305,37.76,165.0,36.54,72.76,32.09,34.39
18335,38.39,170.06,40.0,67.01,32.6,30.73
18345,35.71,161.7,36.85,72.48,29.57,34.71
18356,35.04,139.04,34.96,65.91,29.8,30.69
18362,38.15,177.98,40.35,67.91,34.61,30.38
18375,40.31,168.52,37.36,68.11,33.86,31.01
18381,40.47,171.38,36.1,66.97,33.78,33.21
18384,37.48,166.32,38.35,67.87,33.03,29.71
18385,38.54,180.62,41.46,70.31,32.87,33.8
18391,39.57,178.86,39.45,69.84,31.18,32.54
18393,43.94,223.3,44.25,68.74,36.73,31.2
18401,44.37,217.58,44.45,67.01,40.04,29.75
18412,38.74,181.72,39.41,72.64,34.53,34.28
18415,40.31,181.06,39.61,69.84,33.74,33.76
18416,41.97,172.7,37.83,69.96,35.08,31.24
18425,42.52,187.22,40.2,67.68,35.47,29.2
18436,38.5,168.74,39.33,69.13,31.46,31.13
18437,36.42,148.06,36.34,66.61,29.76,31.17
18438,40.43,201.52,41.85,70.24,33.46,31.99
18459,36.97,161.26,37.05,74.88,30.51,36.52
18463,37.36,168.08,38.74,71.02,31.06,31.48
18465,37.68,170.06,38.74,69.09,31.73,32.19
18477,38.62,148.06,35.63,68.35,29.8,30.61
18478,35.79,150.48,37.64,66.54,31.93,30.69
18488,34.29,128.7,32.28,68.31,27.52,31.4
18491,41.89,178.64,40.2,68.7,33.7,32.31
18502,43.27,187.88,40.28,66.93,36.3,29.2
18516,40.94,205.48,42.91,70.31,35.16,31.32
18521,41.5,224.62,43.9,72.2,34.96,32.31
18532,40.75,190.3,40.08,69.06,34.96,32.27
18547,39.57,196.24,40.31,72.13,32.32,34.67
18550,32.8,129.14,34.65,64.09,28.94,29.51
18565,35.08,126.94,33.78,66.14,27.52,30.42
18588,40.51,176.0,39.45,68.03,35.2,31.36
18591,38.86,168.3,38.5,69.61,32.95,33.69
18596,40.47,184.8,38.03,72.44,31.85,35.65
18600,38.27,182.16,40.98,68.54,32.01,33.84
18637,41.89,194.04,39.61,72.56,36.69,35.5
18675,36.38,156.86,36.65,65.24,30.63,29.08
18681,40.67,203.28,42.28,73.31,34.61,34.43
18687,35.98,155.76,35.91,70.35,30.31,34.31
18694,38.27,185.24,39.53,72.24,35.51,32.46
18695,37.36,153.56,36.06,69.92,30.67,33.65
18696,37.72,187.22,38.78,71.89,33.43,32.54
18758,34.33,130.24,33.94,63.78,29.76,29.35
18802,36.97,154.66,36.42,72.72,28.82,33.96
18811,40.28,188.1,41.5,70.71,32.2,33.37
18823,40.94,200.42,40.67,71.57,37.09,31.83
18841,36.14,160.16,37.09,70.2,31.34,32.03
18847,34.76,141.9,35.91,67.2,28.43,31.17
18852,35.94,157.96,36.3,70.51,29.06,33.13
18882,31.57,112.42,32.17,63.58,25.98,28.69
18885,36.22,151.36,36.54,68.31,30.39,31.36
18936,37.87,164.56,38.43,69.41,29.65,31.6
18937,39.02,156.86,37.52,66.26,32.76,31.52
18939,36.18,143.22,37.01,67.87,31.61,31.36
18942,39.61,172.92,40.43,70.28,33.31,31.6
18944,36.06,143.66,35.16,66.65,29.72,30.65
18972,35.35,132.44,33.86,66.69,28.35,32.23
18999,37.32,158.4,37.95,67.64,32.28,32.39
19009,42.4,186.12,38.54,68.23,36.54,31.68
19011,36.18,139.26,37.4,63.5,32.32,29.67
19017,35.51,158.84,38.07,69.92,31.81,34.2
19030,36.73,144.32,35.51,66.93,28.86,31.68
19046,36.89,158.18,37.24,67.13,31.97,29.79
19056,38.86,183.48,40.71,69.13,34.06,31.09
19061,39.61,172.92,37.13,72.83,34.33,33.84
19067,38.15,177.76,38.86,70.28,33.11,32.78
19091,34.53,139.26,36.81,66.46,28.46,30.81
19092,35.98,140.14,35.39,65.39,29.45,29.08
19100,41.14,194.92,40.35,72.05,36.26,33.53
19110,38.19,188.54,39.96,75.2,31.22,35.93
19125,38.74,172.26,38.74,69.37,31.22,30.89
19139,41.85,199.98,39.09,72.2,32.52,34.98
19144,35.59,146.74,35.94,69.57,29.29,31.2
19160,37.64,164.34,37.17,67.17,31.93,31.48
19177,39.41,179.74,39.09,69.88,34.57,32.54
19178,34.17,138.16,34.53,66.65,28.74,31.28
19180,37.36,144.32,36.02,65.87,29.65,28.88
19181,35.83,139.26,35.24,67.52,29.49,31.01
19195,37.01,159.06,37.52,68.78,30.67,32.78
19209,36.3,154.22,36.22,70.35,29.09,34.04
19214,43.46,207.24,41.89,68.62,37.17,31.91
19236,39.92,174.68,38.98,66.65,36.46,31.6
19242,40.2,196.24,41.38,69.37,32.09,31.36
19244,40.08,167.2,37.4,67.28,34.96,29.94
19344,39.57,187.66,38.86,71.26,32.87,35.81
19399,36.14,143.66,35.43,66.69,30.31,29.47
19400,40.16,190.74,41.57,69.84,35.94,32.35
19418,38.03,163.9,38.03,70.39,30.08,32.15
19448,41.06,207.46,40.83,72.72,35.16,33.69
19469,39.06,174.02,39.57,69.25,32.6,33.17
19477,37.17,151.8,36.85,67.91,30.47,31.09
19479,38.78,172.04,37.09,70.67,32.48,33.8
19484,37.99,167.64,37.52,70.12,32.28,32.58
19489,40.67,187.0,40.51,67.13,35.08,32.03
19497,37.13,156.86,37.28,69.61,30.75,32.74
19511,34.53,123.64,33.39,65.51,27.72,29.87
19513,39.69,178.86,40.79,68.66,35.71,30.26
19518,45.08,215.6,41.69,73.15,38.39,34.2
19579,39.84,189.86,39.69,73.62,34.49,34.55
19601,37.8,150.48,35.75,69.88,30.91,31.87
19636,42.91,202.4,42.72,69.41,35.2,31.28
19647,42.36,196.02,42.28,69.76,36.3,31.52
19656,38.9,180.62,38.39,73.54,31.73,35.61
19731,40.12,185.68,41.73,71.85,32.4,33.17
19732,37.44,157.52,35.87,68.58,32.6,30.57
19870,36.61,145.64,35.31,72.24,29.8,35.14
19983,41.34,191.4,40.43,68.03,35.24,31.28
19985,37.52,142.34,36.14,62.99,32.05,29.31
19986,38.66,171.82,40.43,69.37,30.98,32.46
19995,39.02,198.44,40.0,72.64,33.43,34.0
19999,41.69,202.4,41.26,71.73,36.26,33.09
20003,41.14,186.34,40.35,69.65,34.25,31.87
20052,43.7,232.98,45.35,69.69,36.38,32.98
20060,41.61,175.78,38.78,69.49,34.21,31.83
20069,37.13,161.04,37.4,69.25,32.36,32.7
20070,36.65,131.12,34.13,64.8,28.23,29.63
20071,39.92,163.46,39.02,67.83,31.3,31.76
20073,39.09,171.38,38.66,68.62,32.13,32.86
20081,37.24,160.6,37.76,68.39,30.43,30.18
20097,40.75,195.8,40.35,71.3,33.94,33.8
20100,38.98,167.86,38.66,67.83,31.81,29.51
20118,38.86,172.48,39.29,67.36,32.32,29.31
20119,37.87,162.14,37.68,68.7,31.26,30.14
20159,34.25,136.18,35.51,63.58,29.57,30.18
20188,38.31,168.3,37.68,69.88,30.43,32.31
20197,41.61,174.68,40.98,66.42,36.14,30.02
20205,39.61,178.64,38.66,70.31,33.19,31.48
20366,34.49,118.36,33.31,64.84,27.56,30.42
20387,41.02,178.64,39.53,69.49,35.16,31.48
20411,39.13,173.14,39.13,70.67,32.44,32.86
20423,39.61,166.98,39.8,65.79,33.5,29.63
20424,37.91,163.46,37.87,71.85,30.63,32.82
20435,40.43,198.0,41.42,73.98,33.27,35.61
20436,35.63,139.26,35.67,66.73,30.12,30.14
20437,40.47,178.2,39.13,69.61,34.06,32.62
20438,39.65,171.38,39.61,68.27,33.39,32.98
20439,39.37,170.28,39.06,64.92,33.66,28.8
20441,39.69,201.3,40.75,72.76,33.94,34.71
20442,38.07,165.88,37.6,72.32,32.2,34.94
20450,40.47,206.14,41.22,70.55,37.24,34.83
20452,39.65,165.66,38.43,68.66,32.64,31.17
20453,31.38,109.56,33.31,65.04,25.71,30.34
20494,38.11,148.06,36.5,62.83,33.03,27.19
20495,45.79,240.24,44.41,72.6,39.25,33.37
20497,44.02,218.24,40.31,71.69,39.92,31.8
20503,36.89,150.7,38.11,65.2,32.68,28.84
20505,41.06,177.1,39.61,67.8,34.25,30.77
20516,38.7,170.72,37.8,71.02,32.4,32.94
20520,40.12,159.5,37.8,66.22,33.62,30.93
20525,38.58,196.9,41.73,71.65,32.64,32.54
20529,39.21,171.38,39.06,67.76,33.9,30.61
20549,39.61,185.24,40.63,68.9,33.74,31.91
20571,38.78,168.74,39.06,66.69,32.6,30.14
20575,36.54,152.02,37.95,67.4,30.98,29.75
20580,39.69,186.56,39.8,70.91,33.03,35.3
20583,38.9,169.62,37.56,67.44,31.42,30.57
20585,32.05,117.92,33.5,68.31,26.38,32.66
20586,42.2,184.8,40.63,67.01,37.17,29.28
20609,38.27,157.08,37.8,67.72,31.1,30.77
20635,40.47,187.44,40.43,68.23,34.17,31.68
20651,38.7,166.54,37.56,72.36,33.15,35.22
20655,39.57,181.06,38.94,69.49,36.14,32.62
20657,37.05,150.48,36.73,72.32,28.82,33.92
20667,35.08,131.12,35.55,67.09,27.87,31.01
20674,37.4,154.44,36.46,66.93,30.0,31.24
20696,34.72,135.3,35.2,67.8,28.11,32.27
20703,34.84,130.46,33.19,67.4,28.62,31.56
20704,39.21,188.1,39.53,70.67,32.68,34.43
20705,35.67,132.66,34.57,67.8,28.31,32.46
20714,35.39,145.2,35.08,68.58,29.13,30.69
20730,38.11,161.04,37.64,71.1,31.02,32.58
20735,40.31,179.74,38.58,69.02,32.76,32.58
20770,44.49,197.78,40.79,69.06,38.39,31.76
20843,37.64,175.78,39.13,72.72,33.78,34.24
20849,37.56,176.88,38.31,76.38,30.91,36.28
20865,37.8,171.6,39.13,71.02,35.12,32.9
20874,40.91,172.7,38.58,69.8,34.13,33.45
20878,37.17,164.34,37.64,67.64,31.46,33.21
20880,41.22,183.26,39.88,66.69,36.26,28.33
20896,37.56,162.8,36.77,71.14,31.18,33.45
20899,35.28,136.84,34.33,67.32,27.01,31.09
20916,37.17,185.46,39.88,71.06,35.51,34.91
20923,40.55,172.26,39.49,67.95,32.99,29.59
20932,47.64,229.46,43.46,72.48,40.67,34.2
20963,38.94,180.4,39.8,70.16,31.81,32.5
20965,39.17,201.96,42.52,73.03,33.54,35.81
20968,35.59,143.66,36.65,67.6,28.7,30.81
20969,39.06,185.24,39.61,73.66,33.11,34.63
20970,38.78,152.68,36.02,68.78,32.48,32.31
20976,41.34,198.66,43.39,69.13,35.55,30.69
20980,41.22,190.96,40.71,68.43,34.41,31.13
20983,43.62,227.7,44.92,72.64,36.81,34.63
20984,37.64,149.38,37.13,67.64,31.46,30.38
21093,36.38,161.26,36.42,69.53,30.87,33.76
21101,43.66,217.14,42.52,73.7,37.83,34.91
21117,37.99,174.24,39.17,68.62,32.44,30.22
21131,37.24,168.3,39.13,67.95,32.28,30.61
21134,41.65,220.88,44.69,70.28,35.08,32.86
21141,43.03,206.8,42.32,72.52,36.57,33.13
21149,35.87,144.1,35.63,69.84,28.78,31.2
21167,37.01,186.34,41.02,73.03,31.1,33.76
21175,39.09,181.28,39.37,69.02,31.69,31.56
21183,39.96,177.76,38.07,70.87,31.18,32.58
21188,39.88,196.9,40.12,71.65,33.86,34.39
21193,38.86,163.02,38.74,68.98,31.38,32.5
21195,36.73,152.9,37.24,69.61,32.01,31.44
21229,37.13,168.74,39.8,68.27,35.2,32.23
21234,39.72,195.36,40.08,72.28,35.71,33.49
21340,39.29,168.96,37.52,64.69,34.13,30.46
21343,36.97,148.28,35.83,67.05,31.38,32.43
21347,37.09,163.46,37.24,70.55,31.54,32.98
21378,40.67,187.44,38.7,72.24,33.35,36.28
21384,37.83,133.32,35.04,65.51,29.72,30.65
21385,39.41,162.8,37.44,66.73,31.61,30.02
21412,34.02,128.92,33.11,66.34,28.54,32.07
21414,35.59,146.96,36.18,71.65,29.37,32.74
21461,42.09,201.3,41.38,68.62,38.46,31.28
21462,39.49,178.64,40.43,67.05,34.33,30.18
21465,36.3,144.1,35.83,66.69,29.33,32.03
21469,42.44,215.16,42.8,71.18,38.46,34.04
21475,32.2,122.54,33.35,65.12,27.99,30.42
21478,35.79,186.34,38.78,75.39,31.73,36.4
21508,37.99,155.76,38.19,64.76,34.29,29.16
21510,41.1,181.94,39.06,69.29,33.58,32.62
21524,41.97,193.82,41.81,69.06,36.42,33.25
21541,44.69,204.82,42.52,67.6,41.34,29.47
21545,45.12,200.64,42.36,65.28,40.94,28.49
21573,41.38,206.58,42.05,73.31,35.39,33.84
21590,42.2,226.6,44.8,70.51,35.87,32.82
21596,36.93,151.36,35.24,68.43,30.83,31.09
21598,36.73,142.12,35.51,65.43,29.57,29.83
21608,38.5,164.78,37.64,71.38,33.19,33.45
21618,39.84,180.18,39.53,70.31,33.62,33.88
21636,41.77,185.24,41.22,64.61,35.24,29.0
21699,41.1,187.44,41.34,66.34,36.57,30.97
21717,39.92,160.38,36.97,68.46,32.48,32.62
21720,35.67,133.1,34.96,67.13,30.04,31.83
21723,43.15,194.92,40.75,72.32,34.65,34.04
21736,37.64,172.7,41.26,66.85,32.87,30.65
21738,40.16,167.2,38.15,67.91,30.55,32.58
21739,41.3,201.08,39.33,74.69,31.89,37.58
21749,41.3,204.6,42.13,70.71,34.17,32.54
21770,38.94,181.94,40.94,71.06,32.8,32.27
21772,36.14,152.24,35.98,68.03,28.9,32.23
21778,38.9,175.34,39.72,65.75,33.98,28.57
21794,41.54,201.74,42.44,70.83,36.14,31.24
21807,47.24,238.26,45.16,69.72,43.43,31.2
21822,41.54,205.04,43.07,67.52,37.99,30.57
21823,41.22,175.78,39.8,68.82,32.68,32.74
21832,38.43,168.52,37.64,71.3,31.85,33.06
21845,40.12,175.56,37.87,71.97,33.54,32.9
21861,39.53,179.52,39.65,70.79,32.8,32.62
21862,38.39,157.74,36.93,69.21,32.01,32.07
21872,44.06,250.14,46.06,73.43,38.39,34.16
21877,40.43,190.3,40.98,69.57,34.61,32.15
21880,38.54,168.52,39.06,68.7,33.7,30.89
21881,36.46,155.32,38.07,66.73,30.43,29.75
21885,38.19,161.48,38.27,71.77,31.57,33.41
21895,39.25,185.9,39.09,72.05,32.52,33.88
21899,42.01,199.98,41.65,73.19,34.65,35.26
21900,41.34,173.14,37.44,66.06,37.52,30.1
21902,36.26,141.24,36.54,67.05,28.5,29.98
21904,45.39,222.42,43.03,74.25,38.23,35.06
21905,37.52,166.98,38.94,67.36,32.24,32.23
21911,38.07,162.58,37.95,67.13,32.91,30.54
21913,39.45,177.98,38.9,72.83,32.28,34.59
21915,36.38,137.06,36.3,66.06,27.99,29.98
21917,40.35,165.44,37.01,69.02,34.02,32.19
21918,42.48,199.32,42.87,68.74,38.27,31.28
21925,38.43,164.34,37.56,68.94,30.91,33.06
21942,38.15,154.88,36.34,70.24,31.61,32.86
22212,41.73,203.94,41.34,72.28,37.83,33.06
22232,45.47,233.64,45.08,72.2,37.72,33.92
22269,41.69,164.12,38.74,68.54,34.29,31.4
22273,40.24,185.46,40.35,71.1,32.09,33.49
22277,40.0,171.6,39.02,71.5,30.91,31.28
22281,42.2,203.94,41.3,74.8,36.1,34.04
22282,37.64,156.86,37.68,67.4,32.8,31.72
22287,39.09,185.68,41.46,73.35,32.87,34.08
22305,38.39,163.9,38.07,69.49,35.91,33.84
22314,37.99,150.7,36.06,69.09,29.88,32.07
22323,37.56,161.7,38.31,66.85,34.65,30.02
22327,41.14,196.46,42.17,68.19,36.97,31.4
22329,37.91,166.1,38.11,69.72,30.83,31.6
22332,35.0,153.12,37.2,70.28,30.43,33.02
22348,38.9,185.02,40.08,69.65,33.9,30.81
22349,39.13,174.9,39.06,69.57,32.6,31.32
22352,38.03,160.6,37.44,68.11,32.2,32.58
22355,39.69,169.4,38.19,67.76,33.86,31.36
22533,37.32,168.74,38.15,69.13,32.13,30.5
22559,40.24,177.54,40.0,69.49,33.5,31.52
22608,37.09,141.24,36.3,67.4,28.31,30.26
22611,39.29,156.64,36.34,68.19,29.72,31.68
