SUBJECT_NUMBER,Chest,Weight,Hip,Sleeve,Height,Waist,Neck,Inseam,Forearm
1115,36.18,142.12,41.14,33.03,63.58,29.37,13.66,29.83,10.0
1121,39.06,146.52,38.62,31.14,62.95,31.14,13.19,27.82,10.31
1128,37.32,139.7,38.86,32.76,63.35,28.27,14.17,29.55,10.16
1129,36.81,149.82,39.92,33.66,69.02,28.82,14.21,31.36,10.28
1135,31.3,126.94,37.32,29.92,65.87,25.91,12.36,29.31,9.53
1160,39.69,163.68,38.19,33.5,67.72,32.48,14.96,32.07,11.42
1165,35.04,119.68,37.36,31.42,61.14,27.76,13.15,29.39,8.94
1243,41.18,150.04,39.25,30.55,62.8,31.65,14.06,27.31,10.31
1248,33.43,125.4,36.42,32.28,66.54,26.93,13.62,31.32,9.33
1253,34.06,109.12,35.08,29.29,59.06,27.91,13.46,25.3,9.41
1262,32.8,121.22,36.18,32.6,65.2,25.83,13.7,30.61,9.65
1265,35.83,143.22,39.29,32.32,65.04,28.23,13.78,30.54,10.43
1271,40.0,158.84,41.3,32.76,64.88,36.61,14.37,29.98,10.87
1953,36.34,143.88,38.74,33.15,67.05,28.46,13.98,32.74,9.96
2072,34.49,117.92,36.34,31.89,63.5,28.43,13.62,30.1,9.57
2088,37.28,156.86,41.57,32.09,64.13,30.59,13.98,29.04,11.38
2092,42.01,150.92,38.03,31.22,63.31,34.76,14.88,28.21,11.1
2093,34.69,139.7,38.43,30.94,64.92,27.76,14.45,28.69,10.43
2106,34.41,145.42,38.9,33.31,67.4,27.91,13.98,30.46,10.2
2109,40.71,182.6,43.86,32.36,66.38,36.5,14.69,28.84,10.94
2149,35.47,147.18,39.69,32.28,64.37,30.71,14.17,28.65,10.2
2156,34.76,121.66,35.71,30.55,62.95,27.13,12.72,29.12,9.53
2163,31.69,127.38,37.24,31.93,66.57,25.55,13.7,31.95,9.69
2171,37.24,135.08,38.03,31.61,62.52,28.98,13.23,28.33,10.43
2175,35.43,132.88,38.07,30.51,64.76,29.41,14.57,29.24,10.24
2177,34.53,132.0,38.78,30.35,67.6,29.25,13.58,30.3,9.17
2182,35.91,114.4,34.33,32.56,64.29,26.57,13.62,29.67,8.94
2185,35.28,135.08,37.87,30.24,62.44,31.18,13.82,28.41,10.2
2188,38.19,162.14,41.1,33.66,68.78,30.12,14.84,31.72,10.43
2190,41.18,170.72,42.56,33.03,63.66,35.75,15.0,29.0,11.22
2367,33.54,105.82,34.49,31.77,60.94,25.39,12.87,27.66,9.21
2371,34.49,126.5,35.2,31.3,65.24,27.56,13.9,29.83,10.04
2373,37.99,153.78,41.1,32.56,65.08,30.98,14.33,28.88,10.59
2375,30.2,102.52,33.46,31.26,65.12,25.08,12.99,29.63,8.66
2378,35.47,130.02,39.25,28.94,59.06,30.51,13.39,25.93,10.51
2379,35.12,134.42,38.19,31.18,63.11,27.95,14.72,27.94,10.47
2439,32.4,108.24,34.17,29.69,60.2,26.73,13.03,26.6,9.53
2946,34.09,126.94,35.91,34.02,65.71,25.63,13.31,31.83,10.12
3057,36.38,168.08,41.46,33.23,69.69,29.76,14.33,31.4,11.42
3067,34.84,121.0,35.31,30.98,63.98,26.02,13.39,28.41,9.96
3085,36.18,132.0,37.44,30.79,62.83,27.87,13.39,27.27,9.45
3098,33.9,104.72,35.87,28.43,58.74,26.06,12.68,25.89,8.98
3110,40.24,179.74,42.72,33.86,66.73,36.77,14.17,30.65,11.06
3117,33.66,127.16,38.19,31.26,65.63,25.63,12.56,29.2,9.69
3123,33.62,121.88,36.77,30.83,62.2,27.05,12.95,28.57,9.29
3133,35.63,131.56,36.97,32.13,63.94,30.12,13.58,29.91,10.31
3136,35.2,124.08,37.76,30.35,61.5,28.7,13.07,28.29,9.33
3138,34.96,126.06,36.77,30.24,60.39,28.07,12.91,27.86,10.12
3146,33.15,113.74,33.94,31.02,64.06,26.14,13.23,29.47,9.57
3153,35.71,132.66,39.33,30.67,60.71,29.49,13.78,27.23,10.31
3161,37.72,142.34,38.03,30.63,62.28,32.91,13.82,26.48,10.0
3162,35.98,110.66,34.41,28.66,59.61,28.82,12.6,28.06,9.57
3167,34.84,130.68,37.72,30.59,63.31,27.64,13.7,28.13,9.33
3170,35.43,145.42,39.09,32.4,65.63,29.06,14.49,30.97,10.28
3176,34.17,130.24,36.65,32.87,63.03,29.41,14.29,29.43,9.65
3177,34.76,113.52,36.18,30.16,60.39,26.57,13.39,26.05,9.41
3183,33.43,120.78,35.83,32.01,64.41,25.79,13.35,28.49,9.17
3195,31.38,100.1,33.35,30.04,62.4,24.61,12.83,27.23,8.7
3198,32.05,126.94,35.04,30.51,61.3,26.69,13.11,29.24,9.25
3199,37.28,155.76,39.37,33.07,65.47,31.38,14.09,29.43,10.75
3820,38.66,134.2,36.93,30.28,62.13,29.65,12.91,27.7,9.76
3821,34.96,130.68,36.89,32.87,65.94,26.97,13.19,29.79,9.41
3824,34.29,110.0,34.45,30.79,64.45,25.91,13.35,29.31,8.62
3848,33.11,104.94,34.25,29.76,61.73,25.91,11.81,27.74,9.25
3849,36.77,133.1,38.78,30.75,61.06,27.56,13.5,28.33,10.16
3856,33.66,106.26,33.23,30.59,58.46,24.49,12.28,26.28,9.37
3866,36.02,131.56,36.97,31.61,65.04,27.87,13.9,29.16,9.92
3870,38.5,165.88,40.24,32.95,66.73,32.17,14.84,30.34,10.75
3896,33.03,111.32,35.39,28.7,60.35,25.55,13.19,26.76,9.45
3898,31.3,103.84,34.13,28.82,60.91,24.06,12.68,27.19,9.21
3901,33.58,122.32,35.12,30.87,61.22,28.03,13.27,27.86,9.88
3907,39.92,170.94,40.35,33.27,70.35,31.26,14.29,32.43,11.06
3916,34.49,122.98,34.45,32.24,61.42,27.91,13.43,28.06,10.39
3920,37.6,134.2,37.44,30.31,64.21,28.27,14.72,27.11,10.16
3925,37.87,149.16,39.96,31.73,63.39,30.35,13.74,29.63,11.02
3926,38.82,152.9,39.29,30.59,62.87,32.4,14.8,27.78,10.35
3931,35.98,138.82,38.35,32.6,65.04,27.91,14.09,30.89,9.41
3933,38.39,134.86,37.17,32.24,63.23,29.92,13.58,28.53,9.72
3934,34.25,112.86,35.71,29.96,59.76,27.56,12.64,27.54,9.57
3935,36.77,154.66,41.5,32.09,62.56,32.68,13.9,29.08,10.24
3950,36.3,130.02,37.68,29.57,59.09,30.43,13.98,26.24,9.76
3952,36.77,142.78,41.65,31.3,62.17,31.02,12.64,29.55,10.55
3953,36.3,132.66,38.98,30.83,63.07,29.13,13.07,28.02,9.41
3954,33.94,128.92,36.1,31.3,62.68,28.7,14.57,28.92,10.12
3955,34.84,146.52,40.0,34.29,70.28,27.83,14.29,32.74,9.88
3958,35.63,120.12,35.87,30.94,63.62,27.6,13.23,28.76,9.72
3962,35.16,115.5,36.77,28.5,61.02,27.76,13.19,26.36,8.86
3970,37.87,143.0,38.07,31.3,61.42,30.87,14.69,26.99,10.24
3973,35.94,124.52,36.18,31.65,63.43,26.93,13.43,29.79,9.76
3988,32.52,116.38,34.53,29.76,63.78,25.0,13.15,27.94,9.88
3989,32.2,127.16,36.54,32.8,63.94,27.87,13.66,30.1,9.53
4000,34.37,121.88,36.3,31.06,63.9,26.14,12.99,28.53,9.65
4012,38.35,122.98,36.34,29.84,62.01,29.76,12.87,28.65,9.69
4016,34.37,133.32,36.73,32.48,67.09,26.61,13.7,30.3,10.31
4018,36.81,147.4,38.07,33.86,68.11,31.02,14.13,32.15,10.75
4044,32.44,114.4,34.96,31.97,61.38,26.97,12.72,29.51,9.17
4045,34.41,139.48,37.52,34.29,66.65,28.19,14.65,31.09,10.2
4054,36.26,117.04,35.59,30.67,62.09,28.35,13.23,27.27,9.57
4065,36.93,144.1,40.47,32.44,66.3,28.54,13.43,30.34,9.76
4074,37.72,154.0,40.79,31.42,68.43,30.24,13.74,31.09,10.31
4079,38.03,163.02,41.89,36.3,71.61,31.46,14.57,34.08,10.28
4083,37.68,147.4,39.41,31.3,65.24,28.39,13.58,28.33,10.24
4089,32.8,126.72,37.99,31.02,64.33,26.26,13.74,27.7,10.31
4092,37.17,141.68,38.66,32.99,66.73,28.62,13.82,31.72,9.72
4094,38.74,150.7,40.83,30.47,62.09,31.77,13.7,27.98,10.31
4111,36.5,128.04,37.52,32.83,65.98,27.17,13.15,29.67,9.72
4113,35.39,126.28,36.46,32.32,64.84,26.46,13.94,30.02,10.08
4114,38.54,148.94,38.7,31.97,63.39,30.04,14.29,29.2,10.71
4115,35.91,148.06,39.29,33.62,67.95,28.11,13.7,31.83,10.04
4116,34.72,135.3,38.78,32.52,64.57,27.83,14.21,29.2,10.12
4117,33.94,113.96,35.24,31.38,61.34,27.76,13.11,26.95,9.09
4118,40.94,148.72,40.12,31.89,62.64,34.53,14.13,28.13,10.71
4119,39.57,154.0,40.31,32.95,66.42,32.6,14.72,31.8,10.35
4120,32.52,129.14,37.52,30.87,63.31,28.07,13.03,28.17,10.39
4121,39.02,152.9,39.25,31.38,63.66,31.81,13.86,27.43,10.98
4123,38.23,138.6,38.15,31.34,63.54,29.37,13.39,30.69,10.2
4124,35.24,134.42,37.17,31.22,66.57,27.68,14.13,29.59,10.24
4125,38.58,139.92,38.78,31.69,65.55,29.06,13.74,29.51,9.25
4127,41.22,191.62,42.56,36.14,71.06,32.09,15.24,33.41,12.24
4128,33.94,135.08,37.05,32.76,65.98,27.24,13.03,29.71,10.35
4131,32.44,135.74,37.68,32.64,70.12,26.42,13.58,31.87,9.84
4132,32.56,108.68,35.63,29.72,59.33,25.51,13.58,27.27,9.61
4137,35.79,146.96,40.55,32.68,64.72,29.53,13.39,27.74,10.08
4142,34.57,133.76,38.5,31.73,63.78,27.24,14.37,29.75,10.43
4152,35.63,137.5,37.01,32.32,66.65,28.07,13.54,30.81,10.55
4155,32.52,100.54,33.39,31.18,61.34,24.92,12.91,29.0,8.5
4158,38.23,159.28,39.13,34.29,70.2,29.06,14.29,32.46,10.67
4162,32.99,121.22,35.47,30.91,63.35,26.22,13.27,29.24,9.45
4260,34.76,129.8,36.06,31.22,64.92,26.69,13.7,28.17,9.96
4570,31.5,116.16,34.92,31.93,64.09,25.87,13.35,29.67,9.88
4659,38.5,129.14,37.56,31.61,62.87,30.51,12.68,29.2,10.04
4661,34.72,129.8,37.09,32.13,64.57,29.02,13.39,28.57,9.88
4664,34.02,126.5,36.77,31.77,65.35,27.95,13.54,30.02,9.49
4668,39.25,153.78,40.51,31.26,62.87,31.93,12.8,29.04,10.08
4669,34.13,104.94,34.53,30.24,61.77,26.42,12.72,28.53,9.17
4670,34.57,122.1,35.43,32.68,65.63,27.01,13.31,30.1,9.53
4674,32.99,114.18,36.38,30.04,61.57,25.47,13.11,27.5,9.45
4681,33.31,108.68,34.37,28.9,60.43,25.75,13.5,26.13,9.25
4683,34.13,119.02,35.39,30.79,64.17,25.79,13.11,29.12,9.88
4684,36.89,135.52,38.15,30.87,64.96,28.86,13.39,28.84,9.76
4685,40.94,156.2,40.2,31.93,62.13,31.5,13.66,28.06,10.79
4687,36.18,122.98,37.68,30.35,63.78,27.87,13.27,27.74,8.9
4720,36.02,137.94,37.91,33.27,67.72,28.98,14.37,31.05,9.96
4723,32.32,117.7,37.09,30.83,65.0,25.79,13.78,29.47,9.8
4724,33.9,110.44,35.55,29.92,59.88,27.76,12.76,26.76,8.98
4725,35.79,137.28,39.17,31.3,64.53,27.09,13.43,29.31,9.92
5121,37.01,159.28,42.6,32.05,65.35,31.97,13.39,29.59,10.0
5122,34.37,118.36,35.98,30.24,61.69,26.38,13.46,26.6,9.76
5123,35.91,135.3,37.52,31.34,62.36,29.06,14.09,29.08,10.28
5125,35.51,133.54,39.25,30.75,60.55,29.49,13.66,28.33,9.49
5126,36.93,137.94,37.52,31.89,64.09,28.54,13.58,28.37,10.16
5127,35.39,130.9,37.13,31.3,61.89,28.82,13.98,29.16,10.79
5128,32.8,109.34,35.16,30.16,61.42,25.0,12.52,27.07,9.45
5130,39.06,176.22,42.99,32.99,67.8,33.23,14.02,31.76,10.67
5134,38.7,159.94,42.17,31.61,63.94,32.2,14.29,27.94,10.0
5174,38.07,144.1,37.72,32.95,66.73,29.72,14.49,30.69,10.28
5191,34.57,123.86,36.57,30.87,62.6,28.11,14.21,28.49,9.57
5236,37.28,147.4,38.5,31.77,64.29,29.61,14.45,28.41,10.71
5244,37.56,145.2,39.57,31.06,63.19,30.04,13.78,28.09,10.39
5247,37.2,138.16,38.11,29.69,63.94,29.13,13.82,28.65,10.35
5254,36.65,130.24,37.64,30.24,62.13,28.58,13.07,27.27,10.31
5271,35.2,138.82,37.28,34.25,67.24,27.95,14.06,32.39,10.24
5275,33.58,117.26,36.22,30.67,62.17,25.51,13.35,28.53,9.17
5276,37.91,127.16,36.14,29.02,57.83,32.52,13.86,25.38,9.65
5280,37.87,139.7,39.8,29.72,60.79,29.53,12.76,26.64,10.63
5286,34.37,130.9,35.35,33.54,67.2,26.54,13.82,31.83,9.65
5310,39.69,162.8,42.01,30.87,62.64,29.69,14.29,27.5,11.18
5311,34.8,127.6,36.89,34.49,67.52,25.16,13.15,32.54,9.33
5331,36.69,161.48,42.24,33.58,69.09,30.43,14.25,31.99,10.39
5343,32.17,114.18,36.69,31.89,64.45,23.98,13.11,29.75,9.25
5349,35.35,126.28,34.96,32.4,63.78,26.54,13.62,29.43,9.96
5361,38.62,155.32,40.24,33.58,65.51,32.44,15.08,29.39,10.79
5367,36.65,133.76,36.81,30.71,62.8,27.52,13.19,27.7,9.88
5371,37.72,168.52,41.1,32.99,67.01,31.46,14.57,31.48,10.43
5381,36.26,143.88,38.74,30.91,62.72,29.25,13.82,28.61,10.67
5404,35.79,144.32,40.35,33.86,66.57,28.58,13.46,30.77,9.8
5497,42.52,182.82,46.06,32.4,64.37,35.51,14.37,29.83,11.02
5596,34.25,155.32,40.28,33.5,66.02,29.02,14.29,30.14,10.24
5597,35.59,136.4,41.26,30.0,63.7,30.31,13.07,28.72,9.37
5598,38.11,133.54,37.64,31.06,62.8,29.37,13.9,28.33,9.72
5599,32.87,133.1,37.32,31.77,64.37,27.4,13.39,28.8,10.24
5608,40.51,163.9,40.28,32.95,62.83,33.03,14.65,27.78,11.5
5610,42.05,183.7,42.91,32.48,66.69,34.8,14.02,29.63,10.87
5614,38.78,163.02,42.01,32.28,66.14,31.22,14.02,31.17,10.79
5615,41.14,154.22,40.39,31.81,62.48,32.4,13.54,27.82,10.43
5617,36.22,154.22,39.57,33.86,68.54,28.54,13.7,32.31,9.8
5618,35.2,146.52,40.2,31.26,65.24,27.95,13.07,28.21,10.16
5619,38.94,146.74,39.29,31.14,61.42,30.71,14.17,27.82,10.12
5620,35.63,128.26,38.78,30.79,62.64,28.9,13.46,30.14,9.53
5669,37.68,154.0,40.71,31.18,63.03,29.96,15.24,25.61,11.34
5686,41.26,158.84,39.29,32.83,64.37,32.83,14.45,28.21,10.71
5688,33.43,116.6,34.45,32.6,65.79,26.73,13.58,30.26,9.25
5757,36.54,130.9,35.63,31.65,61.65,28.46,14.21,28.45,10.87
5873,29.61,112.42,34.53,30.91,67.05,25.75,12.99,31.28,9.37
5898,35.59,141.46,39.13,30.2,61.5,29.29,13.7,27.62,9.76
5902,40.63,157.52,38.78,32.32,64.25,32.4,13.66,28.96,10.24
5906,39.09,151.14,41.42,32.95,62.99,30.91,14.21,29.12,10.39
5919,37.68,139.04,36.5,31.57,63.11,29.57,14.29,27.58,10.24
5968,36.14,134.2,36.61,31.65,65.04,28.43,13.66,29.51,9.84
5972,35.04,130.9,37.2,33.86,68.03,26.61,13.94,32.74,9.57
5991,42.83,173.36,40.94,31.54,64.21,35.51,14.29,30.1,11.02
5996,34.25,115.5,34.8,32.28,63.23,28.03,13.5,29.08,9.61
5997,36.34,155.76,38.27,35.08,68.54,29.06,14.09,32.78,11.46
6002,34.53,131.56,39.02,31.73,65.55,26.38,13.74,29.94,9.65
6004,34.8,123.2,37.52,31.02,62.13,26.73,12.56,29.94,9.84
6005,39.09,162.36,41.77,32.64,66.46,30.08,13.82,30.97,10.71
6011,36.46,134.86,37.17,33.07,66.3,27.13,14.21,31.68,9.92
6037,35.91,142.56,39.29,31.65,64.57,29.06,14.09,29.79,10.0
6048,36.93,141.68,38.94,31.81,63.07,30.24,14.02,30.69,10.94
6060,37.72,136.84,39.76,29.53,61.1,30.04,13.74,28.17,10.43
6061,34.45,102.3,34.53,30.16,58.78,25.87,12.6,27.23,9.25
6068,39.88,146.08,40.04,33.19,62.87,27.8,13.54,29.12,10.24
6070,33.27,121.0,37.87,30.59,62.2,25.75,12.56,28.33,9.53
6072,39.41,183.04,44.17,34.49,69.45,31.18,14.8,33.29,10.98
6075,41.3,148.72,39.13,29.57,62.91,31.65,13.58,27.82,10.51
6081,38.35,146.74,37.72,32.95,67.36,28.62,13.9,32.62,10.28
6085,33.58,124.52,36.34,32.99,64.84,25.63,12.8,31.44,10.35
6086,37.32,129.14,36.77,30.59,60.67,31.06,13.39,27.07,9.96
6091,39.06,144.54,39.41,31.26,60.91,29.96,13.78,27.07,10.43
6092,37.76,158.62,40.75,32.72,67.68,30.08,13.9,30.73,10.63
6094,34.09,128.7,38.43,30.08,60.79,27.99,13.31,26.4,10.39
6099,34.41,107.14,32.95,30.67,61.97,25.47,12.99,29.91,9.37
6105,46.3,191.18,43.86,32.48,65.12,38.86,14.29,30.5,11.26
6108,35.24,146.08,40.35,30.59,62.01,29.21,14.57,26.95,10.51
6109,35.16,111.76,35.94,30.12,61.65,26.3,13.31,26.8,9.17
6111,32.48,110.44,33.98,29.84,59.88,26.61,13.27,28.25,9.72
6116,35.75,144.98,37.36,33.39,67.8,28.7,14.29,32.15,10.08
6122,36.89,161.04,40.63,32.99,65.28,30.12,15.0,30.5,11.81
6125,37.6,139.7,38.9,29.06,58.54,29.84,13.54,25.73,10.12
6128,34.33,120.12,35.43,31.02,62.05,27.28,14.13,29.0,9.61
6148,36.46,147.4,39.25,33.5,68.74,27.17,13.46,31.72,9.96
6157,39.49,158.18,41.57,30.91,62.52,34.41,14.49,26.36,10.67
6158,41.14,152.9,38.46,31.38,64.84,32.28,13.74,29.71,10.55
6159,34.25,116.82,35.63,29.65,62.13,25.87,13.31,29.16,9.02
6162,36.5,129.14,35.94,33.31,66.54,26.54,13.27,31.72,9.65
6165,39.8,154.88,40.2,31.81,65.28,32.87,13.86,28.96,10.24
6168,35.0,121.44,35.83,31.61,60.24,29.25,13.11,29.12,9.61
6169,37.52,138.16,38.66,30.47,62.01,32.83,14.09,26.87,10.0
6170,40.75,188.1,43.27,32.52,67.48,32.95,14.37,30.69,11.46
6248,35.91,132.44,37.56,31.69,63.98,27.95,14.21,28.49,10.0
6249,34.8,131.34,37.95,31.46,62.95,28.7,13.39,28.06,10.47
6251,32.64,128.26,36.85,31.69,66.81,26.18,12.76,30.57,9.25
6255,38.19,166.32,40.08,33.35,69.76,31.97,14.02,32.35,10.35
6273,36.06,133.1,39.65,30.87,61.54,27.6,13.98,27.7,9.84
6343,37.17,113.3,34.76,27.83,57.24,26.69,13.54,24.51,9.49
6347,36.57,139.7,37.83,32.44,65.79,29.72,13.66,31.32,9.84
6351,32.8,131.56,37.52,33.54,67.01,25.31,13.54,31.6,9.84
6352,38.07,144.32,38.62,32.01,65.94,29.41,14.02,29.51,10.0
6356,35.83,136.18,37.64,33.07,65.39,26.85,13.39,31.36,10.2
6357,34.09,119.9,35.59,29.33,62.13,25.16,12.68,26.68,10.24
6358,35.28,153.34,41.93,34.29,66.26,29.45,14.25,30.65,10.0
6359,37.56,146.96,38.31,32.87,63.31,28.86,14.96,28.84,10.35
6360,37.95,141.02,39.09,31.73,63.98,30.75,14.61,28.41,9.84
6361,36.93,134.64,37.17,32.48,68.39,26.3,13.7,31.4,9.61
6362,35.28,125.62,34.96,32.99,69.65,25.24,13.9,31.17,9.09
6452,36.81,143.0,38.35,32.24,66.38,28.5,14.29,30.14,10.83
6465,35.16,116.38,35.2,30.08,62.6,25.91,13.39,28.41,9.92
6477,33.94,104.28,33.98,29.06,60.63,25.63,12.72,27.07,8.98
6479,34.84,132.22,35.39,33.15,65.43,27.28,14.09,30.3,9.72
6543,33.27,134.2,37.28,31.02,63.94,26.38,14.45,28.06,10.24
6544,40.63,174.46,42.01,32.76,67.01,32.68,14.65,29.91,9.92
6545,36.34,142.12,38.19,31.97,64.02,29.72,13.98,30.02,10.55
6546,39.45,156.64,40.43,32.8,67.13,30.24,14.49,30.81,10.43
6547,36.34,132.44,38.35,30.0,64.13,28.94,13.11,27.86,9.37
6548,39.17,169.4,39.76,34.09,66.14,28.86,14.06,30.77,10.63
6560,35.63,128.7,36.97,31.42,63.39,29.25,13.15,30.06,9.49
6585,33.78,133.98,38.5,30.87,63.86,28.31,13.66,29.0,9.96
6586,34.65,132.88,37.8,30.47,64.57,29.92,13.9,28.84,9.65
6677,32.91,124.08,37.2,30.12,62.68,26.69,13.23,28.72,9.33
6692,34.49,139.26,37.91,32.68,64.61,27.4,13.27,28.61,10.63
6721,33.39,112.42,33.74,31.1,64.53,26.57,14.17,29.87,9.65
6786,37.52,137.06,38.9,31.81,63.43,30.83,13.35,29.83,9.76
6788,32.83,102.74,33.15,31.02,61.73,24.45,12.64,28.76,9.49
6789,34.76,129.8,37.91,30.71,63.23,29.65,13.58,30.06,9.65
6792,37.6,152.24,40.71,32.68,65.43,29.45,14.02,30.57,9.96
6793,35.16,123.86,35.79,31.42,62.68,26.57,13.39,28.65,10.43
6797,37.6,140.8,39.13,31.54,62.95,29.61,14.13,30.06,9.72
6800,37.99,142.12,40.35,31.89,66.18,31.22,14.69,30.42,9.96
6802,31.42,103.84,34.41,28.86,59.76,26.85,12.95,27.19,9.53
6804,40.59,161.48,40.71,33.78,67.17,31.1,14.41,31.68,10.51
6807,35.91,139.7,37.44,34.69,70.39,26.73,13.5,31.48,9.8
6819,38.03,144.1,38.9,30.83,62.76,29.69,13.98,28.96,10.47
6820,36.73,123.86,35.47,31.73,62.2,26.73,15.0,27.74,9.76
6822,38.94,195.14,42.24,34.13,68.43,32.83,15.59,31.87,11.61
6823,34.49,123.2,36.42,30.98,60.67,28.15,13.39,26.8,9.8
6825,36.93,155.1,40.08,32.4,65.63,28.31,13.23,30.46,10.04
6930,36.46,140.58,38.86,32.83,62.05,28.94,12.95,29.24,10.43
6931,35.43,135.3,38.7,30.51,62.8,28.07,13.78,27.74,10.91
6933,33.62,132.0,38.03,32.95,66.34,27.2,12.6,32.5,10.08
6934,36.3,120.12,37.72,30.51,59.13,28.74,13.94,26.05,10.12
6936,37.32,158.18,40.71,30.35,65.75,30.47,13.62,28.92,10.0
6937,32.44,126.5,34.72,33.11,67.13,27.13,13.9,33.61,9.53
6938,37.28,132.44,36.18,30.12,58.5,30.2,12.99,25.69,10.43
6939,35.39,150.92,39.57,34.49,67.32,30.0,13.7,33.02,9.92
6940,35.51,133.76,38.78,29.25,61.65,28.7,14.76,25.61,9.92
6941,37.83,124.74,37.52,30.35,59.92,28.54,13.35,27.74,9.53
6943,33.15,115.5,34.57,31.57,65.08,26.65,13.78,28.69,9.33
6944,35.98,144.54,37.8,32.95,68.15,28.9,13.94,31.36,10.31
6946,35.98,147.18,39.65,31.1,64.17,30.28,12.91,26.64,9.84
6947,35.91,132.0,36.57,31.02,62.64,30.04,14.13,28.57,10.55
6948,34.33,122.76,36.81,31.42,61.89,29.33,13.19,27.82,9.57
6949,36.26,140.36,38.66,29.69,61.81,28.35,13.5,26.99,10.51
7006,37.76,137.5,37.64,33.07,62.6,30.83,14.06,29.91,10.16
7040,35.28,126.94,36.42,32.8,62.09,26.97,13.43,29.08,10.0
7043,32.91,104.5,33.74,30.55,61.34,25.2,13.46,29.12,9.92
7044,40.0,137.72,38.39,30.47,60.79,30.16,12.68,29.04,10.55
7047,37.72,132.44,37.8,31.02,61.61,29.29,14.09,27.39,10.59
7049,39.72,137.06,37.87,31.57,62.36,31.22,13.54,29.55,10.0
7050,35.75,148.5,39.53,33.43,68.43,27.52,14.72,31.91,10.71
7052,33.54,117.04,34.76,31.34,64.17,26.57,12.95,30.73,10.04
7054,34.72,110.88,34.96,31.02,60.67,27.24,13.58,27.86,9.65
7055,38.15,137.06,37.01,31.18,65.47,28.78,13.66,30.54,9.65
7056,38.19,148.28,41.06,30.94,62.64,30.83,14.21,28.72,10.31
7058,39.41,142.34,38.86,32.28,62.95,30.63,14.17,28.61,10.71
7059,33.03,122.76,36.97,32.48,66.34,26.46,13.7,28.45,9.61
7065,36.54,127.6,37.09,31.89,63.11,27.6,13.94,28.21,9.84
7066,35.67,113.96,35.94,30.16,60.83,27.2,13.23,28.13,9.65
7146,32.36,113.3,34.96,31.93,62.28,25.39,13.5,28.65,9.13
7153,33.86,147.62,40.59,32.32,65.2,28.9,12.6,30.97,10.12
7154,32.91,108.24,33.58,29.92,63.23,25.87,12.76,28.41,9.21
7155,33.7,121.44,36.02,29.72,62.68,26.65,13.15,27.43,9.13
7177,35.24,133.98,36.18,33.82,67.24,26.42,14.29,31.2,10.12
7228,36.26,137.94,38.9,32.36,62.68,29.37,13.5,30.54,9.84
7231,34.06,147.18,37.28,33.46,68.98,28.39,14.61,32.66,10.43
7232,34.65,139.7,38.66,32.76,65.08,26.73,13.15,31.01,9.72
7240,36.34,135.52,36.5,34.06,64.61,29.13,14.09,31.8,10.16
7241,33.19,116.38,36.1,31.02,60.63,25.12,12.91,27.15,9.41
7251,41.69,152.9,42.52,30.08,59.76,32.99,13.11,25.97,10.16
7262,35.87,132.0,37.01,32.28,64.13,27.76,13.86,30.26,10.63
7263,34.57,128.04,37.2,33.82,68.11,26.85,13.39,33.02,9.37
7264,33.5,128.26,37.83,31.38,62.05,27.56,13.23,28.84,9.45
7266,41.61,166.54,40.67,33.19,65.35,34.29,14.69,28.84,10.55
7286,35.83,145.86,38.15,32.24,65.47,27.01,13.62,30.06,10.04
7342,33.86,124.74,38.31,30.87,63.74,26.57,12.76,28.72,9.17
7347,40.08,160.82,40.04,30.35,62.99,33.07,13.82,27.7,11.22
7350,35.75,142.56,42.09,31.89,64.57,28.66,14.53,29.2,9.72
7373,35.24,127.82,36.77,29.33,62.13,29.41,13.66,27.23,9.17
7374,39.06,182.16,44.33,33.54,68.98,29.57,15.2,30.22,11.5
7378,38.74,155.32,41.54,30.87,63.11,32.32,14.13,27.31,10.59
7395,32.64,127.6,36.34,31.18,67.44,25.47,14.13,31.48,9.65
7400,35.67,133.1,40.08,31.18,65.35,27.64,12.68,29.35,9.37
7448,33.46,123.42,35.79,32.09,64.25,27.24,14.09,30.1,10.16
7534,35.43,131.34,37.05,30.16,61.61,28.27,13.82,27.94,9.8
7535,37.52,134.86,36.97,32.09,64.09,29.65,13.66,29.59,9.84
7537,34.61,134.2,40.28,31.73,67.95,26.26,13.62,29.12,9.45
7539,34.53,125.4,36.38,31.73,63.39,27.72,13.27,30.57,9.33
7540,35.24,132.0,38.43,32.17,62.36,29.21,13.23,27.74,10.12
7541,38.46,150.7,40.87,31.93,63.23,30.79,13.66,28.76,11.22
7553,33.5,127.6,36.34,32.09,64.09,27.13,13.19,30.3,9.33
7554,35.28,132.88,38.27,31.18,61.85,28.5,13.86,29.63,9.92
7555,33.98,128.48,37.28,32.83,66.57,27.72,13.82,30.61,9.61
7556,38.27,141.24,38.35,32.24,63.35,31.02,13.46,29.31,10.08
7557,34.29,152.02,41.93,32.28,66.14,27.83,14.06,29.75,10.0
7558,33.62,129.36,35.94,31.73,64.02,27.24,13.98,30.65,10.31
7561,33.35,116.6,35.2,29.13,60.31,25.51,13.58,26.64,10.04
7596,37.36,157.08,40.08,32.8,64.92,28.31,13.43,30.77,10.87
7597,32.17,115.72,35.98,30.71,65.43,25.12,13.9,28.25,9.33
