SUBJECT_NUMBER,Chest,Weight,Hip,Sleeve,Height,Waist,Neck,Inseam,Forearm
7752,32.52,112.86,34.09,31.61,64.49,26.22,13.46,29.0,9.72
7753,34.02,133.98,36.14,31.97,63.94,27.28,13.54,29.94,9.92
7757,36.22,174.46,44.02,32.44,65.55,30.35,15.39,29.39,11.1
7758,35.16,148.94,39.17,34.49,66.77,28.35,14.21,32.23,10.59
7759,34.72,120.56,37.91,30.47,61.65,27.6,13.11,28.13,9.76
7777,35.67,126.5,36.1,29.8,62.13,28.94,13.03,28.09,9.96
7778,37.83,149.16,40.28,32.52,65.87,31.57,14.69,29.51,9.53
7779,40.28,152.9,40.39,30.59,64.09,33.74,13.94,27.74,10.0
7780,31.46,100.98,34.49,29.92,60.04,24.61,12.36,26.91,8.74
7781,36.89,131.78,37.2,33.27,64.25,28.19,12.83,30.73,10.04
7782,35.87,150.48,37.56,34.13,67.6,28.43,14.69,33.21,10.63
7784,35.12,143.44,40.12,32.32,65.31,27.2,12.72,29.98,10.59
7786,34.92,145.64,38.82,32.52,67.05,29.09,14.53,30.1,10.35
7788,34.92,125.62,35.35,32.13,64.02,26.69,13.62,29.75,9.84
7789,32.52,121.66,36.14,33.27,66.14,25.47,12.87,32.46,9.76
7790,33.46,124.3,37.91,31.77,64.02,26.77,13.03,29.63,9.84
7792,33.19,128.92,39.06,30.75,62.91,27.17,12.99,27.66,9.37
7793,36.1,148.5,39.41,33.15,66.1,28.5,13.94,32.11,10.16
7794,37.72,143.44,38.74,33.15,65.87,27.05,13.9,29.91,10.35
7796,34.88,137.28,40.55,32.09,62.56,29.65,13.78,28.33,10.47
7797,32.48,120.56,36.57,31.3,63.31,26.3,13.23,28.92,9.65
7800,40.28,154.0,38.7,30.91,63.27,31.69,15.0,27.35,10.87
7801,35.47,134.2,38.39,31.46,62.87,26.3,13.39,27.86,9.84
7802,35.47,132.44,37.64,31.73,67.87,26.38,12.99,30.93,9.57
7803,33.62,118.8,36.14,31.26,63.9,27.13,13.23,29.28,9.37
7804,39.25,147.4,39.69,32.28,62.2,29.29,14.72,27.78,10.2
7805,34.06,124.3,37.24,32.24,60.79,28.23,13.27,27.98,10.24
7806,35.83,141.24,39.13,34.72,70.31,26.89,14.09,33.65,9.33
7807,40.24,173.36,44.17,32.28,61.54,32.36,14.92,27.74,11.14
7814,35.28,139.48,37.87,31.73,64.45,29.8,13.62,29.16,10.24
7815,34.72,157.74,41.42,31.97,66.89,27.83,13.46,30.65,10.04
7818,34.17,121.22,35.39,31.42,64.88,26.57,12.76,30.69,9.96
7819,36.97,154.44,39.84,32.24,66.22,30.16,14.53,29.91,10.43
7820,35.28,138.38,39.65,31.85,63.43,28.35,13.39,28.92,10.39
7828,36.26,143.66,38.78,31.42,64.96,30.16,14.17,28.72,9.96
7831,33.54,132.88,37.6,31.85,65.63,26.34,13.07,29.71,9.65
7833,33.86,117.26,35.67,32.83,62.13,25.98,13.7,29.55,9.17
7873,34.84,124.96,37.4,29.88,61.93,27.87,13.07,27.23,9.65
7874,38.74,180.4,42.2,33.5,68.66,31.61,15.47,32.23,11.3
7904,36.1,130.9,36.77,31.73,64.88,27.87,13.15,31.52,10.0
7905,34.45,120.34,36.54,31.02,63.11,26.34,12.48,28.84,9.33
7906,36.77,145.2,40.75,30.51,64.69,29.8,13.11,29.12,9.69
7907,38.27,129.36,36.73,32.99,63.07,28.62,13.19,30.3,9.96
7909,35.24,130.9,38.03,31.81,65.16,26.5,12.64,28.61,9.76
7910,40.75,160.38,41.26,31.81,65.59,36.22,13.39,29.35,10.16
7913,34.53,124.96,37.28,32.48,63.82,27.72,13.23,28.72,9.96
7914,38.66,146.96,38.86,32.68,64.09,30.79,14.21,29.83,10.63
7917,36.18,134.2,37.09,32.99,64.69,26.97,13.66,29.91,9.61
7927,32.83,110.88,35.43,30.12,60.0,27.17,12.95,26.99,10.2
7930,35.35,129.8,36.22,32.95,64.84,28.82,13.94,30.81,10.24
7931,32.01,117.48,33.54,31.46,64.8,25.83,13.46,30.22,9.92
7932,34.84,124.96,37.09,32.83,63.5,26.69,13.39,30.22,10.04
7935,36.57,131.12,36.54,31.77,64.49,27.2,14.21,28.8,10.39
7941,35.63,132.44,38.15,30.98,63.03,28.43,13.54,28.02,10.24
7963,33.03,144.76,40.63,31.54,62.87,27.64,13.39,30.18,9.61
7964,34.65,143.0,39.21,31.57,62.32,27.87,13.07,28.49,10.28
7966,40.67,173.8,40.67,33.78,66.73,31.22,14.92,30.93,10.83
7969,41.34,156.64,38.27,31.93,61.46,34.88,15.16,25.85,11.22
7977,37.44,140.14,38.23,31.38,62.32,29.37,13.46,29.39,10.83
7985,36.3,136.4,38.39,31.38,64.13,29.61,14.13,28.88,10.28
7986,33.78,132.0,37.52,30.79,62.52,27.8,13.43,27.78,10.04
7988,34.72,116.82,36.85,29.25,59.65,27.2,12.95,26.48,8.94
8010,35.75,138.6,38.39,32.64,64.25,28.7,13.98,31.13,9.96
8011,32.95,120.34,35.67,31.85,60.71,27.36,13.27,28.06,9.92
8012,35.0,140.36,37.48,32.17,64.84,28.39,14.06,30.3,10.55
8014,39.25,128.7,38.9,29.61,56.81,31.46,14.57,25.42,10.12
8015,37.4,136.18,37.95,32.44,62.05,29.17,13.86,27.23,9.88
8017,39.84,141.68,37.44,31.46,65.75,31.06,14.33,30.69,9.72
8019,35.91,145.42,38.46,33.39,64.84,28.43,14.21,31.56,10.55
8020,35.59,148.28,40.98,32.32,66.14,29.88,14.57,29.94,10.24
8021,37.87,151.8,39.65,32.91,67.13,29.41,13.94,29.87,9.88
8027,33.5,124.52,36.93,30.67,62.83,25.79,13.39,28.96,11.02
8028,36.18,144.54,39.84,31.34,65.04,29.88,14.06,29.51,10.28
8035,36.93,142.56,39.33,32.01,64.09,29.17,13.74,29.2,10.67
8040,35.16,126.28,37.05,30.51,64.29,26.73,13.46,28.21,10.16
8042,36.69,116.16,35.24,29.29,61.93,25.87,13.98,27.19,9.88
8044,32.83,104.94,33.82,29.92,60.83,25.04,12.99,27.43,9.37
8045,35.31,139.04,36.61,33.54,68.31,27.01,14.29,32.54,10.39
8047,33.5,125.62,38.23,31.77,65.43,25.94,13.35,30.5,9.53
8048,38.58,152.9,40.63,31.06,64.45,30.43,14.21,27.98,10.08
8049,33.23,115.72,34.21,32.72,65.51,26.22,13.31,30.34,9.33
8050,34.49,126.28,37.6,31.18,64.53,26.5,13.7,29.55,9.72
8078,37.95,148.06,40.47,31.93,65.63,29.33,14.13,28.84,10.28
8083,39.65,163.68,42.28,33.03,66.22,32.01,13.7,30.34,10.91
8103,35.16,134.42,38.39,32.95,63.46,27.05,14.06,29.47,10.79
8107,34.96,125.18,37.09,31.3,64.84,27.44,13.54,28.92,9.92
8128,34.84,115.5,34.65,32.44,66.34,25.55,13.11,30.38,9.69
8144,38.15,152.24,39.61,32.05,63.66,31.46,14.96,29.04,11.81
8160,33.62,132.88,37.36,32.64,66.22,26.61,13.31,31.32,10.24
8169,33.54,124.3,35.47,32.24,65.31,26.77,14.09,29.24,9.84
8173,34.88,144.54,40.35,32.2,65.51,28.07,14.57,28.72,10.31
8174,38.54,157.74,38.15,33.82,69.84,31.18,14.37,31.48,10.28
8178,35.55,146.08,40.83,31.65,60.51,30.39,14.13,27.94,10.12
8231,36.69,135.96,38.66,32.09,61.06,29.61,14.06,28.96,9.8
8308,36.26,126.28,37.09,30.71,61.14,27.95,13.19,28.57,9.61
8309,34.76,120.56,34.65,31.06,63.7,22.56,13.46,29.08,9.65
8310,34.21,124.74,37.76,32.32,63.31,27.48,13.78,29.12,10.04
8311,37.32,140.8,39.92,31.81,62.52,29.84,12.95,28.57,9.84
8316,34.92,128.04,37.09,33.27,65.75,28.23,14.41,31.4,9.45
8317,36.93,141.24,37.6,34.06,67.24,28.27,13.86,32.15,9.84
8353,36.54,138.82,40.55,32.95,65.35,29.33,13.7,30.3,9.61
8373,32.09,111.32,34.33,31.26,64.17,25.39,13.27,27.74,9.25
8389,32.32,105.6,33.31,32.87,64.45,24.41,12.52,29.79,8.86
8390,33.11,119.46,37.09,29.65,63.07,27.32,14.09,25.85,9.65
8391,37.28,159.72,40.79,32.28,65.55,30.51,14.88,29.2,10.31
8392,32.68,128.92,37.99,31.85,66.06,26.1,12.99,29.75,9.53
8394,38.03,132.44,37.17,30.51,60.39,30.24,13.78,26.83,10.31
8395,33.43,133.54,35.91,31.38,65.16,27.36,14.29,29.71,9.96
8398,37.6,158.18,38.98,32.87,68.43,29.33,14.21,30.38,11.02
8401,36.42,150.92,39.96,34.45,64.33,29.84,14.49,29.35,10.51
8404,34.65,137.06,37.64,31.93,66.34,27.48,13.54,29.31,9.45
8406,33.35,136.62,38.15,32.68,63.11,27.01,13.35,30.14,10.35
8407,38.23,139.26,37.48,30.2,59.69,32.36,13.86,26.36,10.63
8408,38.82,146.3,39.57,32.09,65.08,28.54,13.15,30.69,10.51
8409,35.24,151.58,39.96,34.09,67.17,28.98,14.09,31.83,10.43
8410,35.43,141.02,38.19,32.32,66.42,27.83,14.37,30.26,10.04
8413,35.79,132.66,37.13,31.06,62.6,27.8,12.95,28.57,10.63
8416,34.72,156.64,41.61,35.08,67.6,28.39,13.35,32.66,10.04
8417,32.87,116.16,35.24,30.94,64.69,25.47,12.4,28.65,9.21
8418,35.67,123.86,37.76,32.87,65.16,26.69,12.91,29.83,9.33
8419,32.83,122.54,35.83,32.09,65.2,25.24,13.78,29.2,10.59
8420,33.94,135.3,37.99,30.87,64.45,26.3,13.7,28.61,9.61
8421,37.72,149.82,38.7,33.19,66.77,30.71,13.54,30.5,10.12
8422,36.97,140.36,38.62,31.54,64.33,29.02,13.82,28.96,10.24
8423,33.23,124.96,35.63,32.28,64.33,25.47,14.09,29.2,9.69
8424,35.51,132.22,38.15,32.56,65.24,26.73,13.58,29.79,9.92
8427,33.07,121.0,35.2,33.78,68.54,26.85,13.43,33.72,9.13
8428,35.08,133.32,36.81,31.77,68.15,28.19,13.98,31.52,9.96
8430,36.42,153.78,41.5,32.28,65.12,28.11,14.02,29.67,10.63
8431,34.13,112.42,35.24,31.5,62.32,25.39,12.52,28.13,9.72
8432,39.49,159.06,39.61,32.09,63.78,34.41,13.86,28.65,10.08
8433,37.95,142.34,39.29,32.09,62.72,31.54,14.41,28.41,10.63
8437,32.64,112.64,35.04,30.91,65.08,25.79,12.99,29.12,9.41
8447,34.61,116.38,35.79,32.01,68.31,25.67,12.28,30.46,8.86
8448,33.46,115.94,36.22,31.69,62.28,27.24,12.95,28.84,10.0
8449,29.33,100.1,35.0,29.69,61.22,25.0,12.32,27.62,8.66
8451,33.78,144.98,39.25,32.09,66.34,27.64,14.06,31.72,10.24
8452,36.22,176.66,44.72,34.13,65.83,28.98,14.06,30.14,10.51
8453,33.54,137.72,36.85,33.07,67.32,27.09,12.83,31.48,9.53
8467,32.13,111.1,36.81,29.76,61.89,23.98,12.83,26.17,9.21
8470,32.68,132.66,36.65,32.6,66.14,28.19,13.98,30.54,10.0
8979,37.4,164.78,41.77,34.57,67.13,30.12,14.61,31.44,10.91
8981,32.32,125.84,35.83,32.52,64.72,28.62,14.29,30.46,10.12
8986,32.44,108.46,35.39,30.75,65.28,24.57,13.23,29.2,9.06
9012,34.17,116.6,34.84,31.5,64.53,27.6,13.66,30.57,9.37
9015,32.09,122.32,35.51,31.1,62.72,27.24,13.07,28.49,10.08
9063,34.17,127.6,36.97,30.59,63.58,28.35,13.58,29.08,10.12
9073,34.33,130.68,35.98,32.52,65.87,28.62,13.54,32.27,10.04
9087,35.55,133.1,37.32,33.19,68.78,27.48,13.66,31.36,9.69
9090,36.5,147.62,38.46,33.23,67.68,29.33,14.37,30.85,9.92
9175,33.03,116.16,36.34,30.71,61.1,25.83,13.39,27.5,10.08
9183,38.98,152.9,39.17,31.22,63.35,31.3,13.82,28.13,10.28
9246,32.72,114.18,34.84,31.06,62.56,26.65,13.62,29.43,9.92
9249,32.64,119.02,34.65,29.88,62.72,26.81,13.62,28.33,9.65
9252,36.57,149.6,38.78,32.2,68.31,29.37,14.88,30.61,10.47
9253,34.06,122.98,37.6,31.65,63.11,26.3,12.72,29.16,9.25
9293,34.45,134.2,36.18,31.85,63.27,28.07,14.21,28.61,10.55
9308,35.2,119.9,35.43,29.88,62.72,27.05,11.85,28.72,9.53
9324,37.99,128.7,37.01,30.98,62.01,27.64,13.39,28.06,9.96
9331,35.87,132.0,37.13,31.73,64.29,28.31,13.66,28.57,9.76
9339,33.94,117.92,35.55,32.01,64.09,26.26,13.07,29.35,9.25
9369,35.63,138.82,37.52,32.52,64.45,28.9,14.76,29.55,10.83
9398,32.72,114.4,34.21,31.61,66.5,24.84,13.82,30.77,9.41
9407,35.39,125.84,37.99,31.61,63.54,30.2,13.7,29.79,9.88
9497,31.18,120.56,35.91,33.7,66.54,25.91,13.78,29.94,9.13
9498,41.89,192.5,42.83,33.98,66.61,35.24,15.71,30.73,11.69
9500,36.06,144.76,38.62,32.36,64.09,28.58,13.74,29.55,10.24
9505,38.11,140.58,39.33,30.16,60.51,29.72,13.27,25.97,9.61
9527,42.09,199.98,45.94,34.61,66.73,34.06,15.28,31.36,11.22
9532,34.84,144.98,40.12,29.72,63.27,28.7,13.74,27.74,10.51
9533,37.09,140.36,41.22,31.14,64.8,30.24,13.46,28.65,9.13
9535,35.91,134.64,38.78,33.27,64.41,28.94,14.21,30.26,9.72
9540,36.02,132.22,35.79,32.48,64.41,28.86,13.74,30.77,9.96
9541,36.26,162.14,40.79,33.86,65.75,29.29,14.8,31.52,10.51
9549,35.83,135.08,37.48,30.51,61.69,28.23,13.86,28.72,10.24
9551,32.99,114.4,36.38,31.3,61.5,26.18,13.43,27.11,9.25
9553,34.06,135.74,37.87,32.99,67.6,26.18,14.06,31.13,10.04
9559,33.82,121.0,36.69,32.91,62.76,27.72,13.07,28.65,9.96
9569,36.3,123.2,37.13,29.29,58.74,28.94,13.5,27.31,9.92
9575,33.43,112.2,35.51,31.18,63.15,27.6,12.87,30.18,8.54
9579,38.9,171.6,40.83,33.98,67.24,30.79,14.65,32.27,10.71
9615,32.87,102.74,34.02,30.91,62.28,24.69,13.74,27.58,8.46
9616,36.85,130.9,39.92,29.57,60.83,29.84,13.5,26.01,9.57
9620,35.2,119.24,35.24,30.91,60.83,26.54,14.25,28.53,9.92
9625,36.3,156.2,37.64,33.27,65.63,28.78,15.31,30.1,10.51
9656,36.26,142.56,38.74,32.48,62.48,29.13,14.02,29.28,10.47
9660,32.68,129.14,39.72,30.16,61.65,28.54,13.35,27.54,9.25
9678,36.02,131.12,36.81,30.83,62.72,29.33,14.17,29.12,10.12
9686,37.24,135.52,37.99,30.91,62.76,30.31,13.54,28.33,10.51
9691,33.62,123.2,35.67,32.05,67.13,26.38,13.43,31.17,9.33
9695,37.17,171.82,41.3,31.97,63.27,32.4,14.65,30.06,11.61
9704,36.89,136.4,40.51,31.14,61.81,30.43,14.06,27.46,9.65
9737,36.5,138.82,37.01,34.13,67.44,28.11,14.45,30.1,9.69
9747,32.72,111.76,37.2,28.23,59.96,26.89,13.43,25.65,8.98
9911,37.91,144.1,39.09,31.65,64.57,29.33,13.07,28.61,9.96
10118,36.54,143.44,39.92,30.43,63.39,30.43,12.8,28.84,10.24
10123,35.87,145.2,39.53,31.97,64.33,29.13,14.17,29.47,9.84
10126,32.87,114.18,34.96,30.87,64.37,25.35,12.44,28.96,9.06
10132,35.31,120.34,36.26,32.48,63.66,25.55,13.31,29.79,10.04
10141,34.09,138.6,37.52,33.15,65.0,28.23,13.27,31.05,9.65
10146,32.17,117.26,35.16,32.2,64.49,25.51,13.7,30.46,10.16
10148,34.84,119.24,36.5,31.73,63.5,27.68,13.11,28.65,9.25
10149,32.01,116.82,35.31,31.42,62.48,27.91,14.02,28.41,9.25
10156,32.36,139.04,39.25,32.87,66.34,28.15,14.33,30.38,10.12
10158,36.02,154.44,40.31,30.75,62.13,29.37,14.25,26.24,11.65
10160,37.68,139.92,39.33,32.64,64.37,29.06,13.78,30.34,9.92
10161,36.06,142.78,36.57,33.58,66.06,27.32,14.76,31.32,10.24
10164,43.15,178.42,42.48,33.9,66.81,35.63,15.0,29.79,10.55
10166,38.62,162.8,41.73,31.14,63.11,30.91,13.86,27.94,10.83
10169,34.76,142.56,40.0,32.52,61.65,28.15,14.29,28.49,10.43
10171,35.87,130.68,38.03,31.3,62.6,27.24,13.74,29.63,9.69
10174,31.97,108.68,34.37,31.22,61.89,24.96,12.52,29.55,9.29
10175,35.04,116.38,34.65,32.05,61.85,26.89,12.95,28.45,10.0
10178,36.14,133.1,37.8,32.28,64.65,26.42,13.58,29.12,9.96
10181,32.4,118.8,35.67,32.13,63.9,24.96,12.99,29.98,9.96
10182,33.98,122.32,36.46,32.83,64.33,26.61,14.29,30.14,9.53
10184,39.17,174.24,42.95,32.01,65.67,32.32,14.96,28.88,11.1
10185,39.29,165.0,40.98,32.99,66.46,33.03,14.69,31.4,10.43
10186,34.41,130.9,38.66,32.17,64.65,27.4,13.58,29.39,9.76
10192,32.76,131.56,36.54,34.33,71.54,26.3,13.5,32.66,9.53
10193,38.54,156.2,39.84,33.46,64.96,32.48,13.86,29.2,10.35
10199,39.49,170.5,42.28,35.75,70.28,30.94,15.08,32.86,10.67
10200,38.35,159.94,42.17,33.78,65.31,32.6,14.61,30.61,10.39
10209,37.2,158.62,42.13,32.6,62.72,31.02,13.94,28.25,10.83
10211,35.75,137.5,37.91,32.01,63.31,29.76,14.57,28.92,10.55
10213,37.32,161.26,39.53,34.49,67.64,31.02,13.54,32.07,10.71
10222,35.16,148.28,38.86,34.41,68.03,28.31,14.21,31.17,10.51
10309,35.51,130.9,36.81,31.89,64.57,26.73,13.19,28.41,9.61
10337,32.6,108.46,32.44,33.35,65.08,24.21,13.54,31.01,9.21
10404,36.3,137.28,36.22,32.68,65.94,27.13,13.66,29.98,10.51
10447,39.53,144.54,38.23,30.83,61.34,32.6,14.33,27.03,10.83
10459,35.16,145.42,41.06,32.56,64.37,28.31,14.45,29.91,10.51
10472,39.8,163.46,40.98,31.1,64.53,32.95,14.57,29.71,10.91
10476,35.2,136.84,37.36,30.91,63.86,29.61,13.98,28.72,10.55
10477,34.06,132.0,38.11,34.21,64.25,28.23,14.09,30.93,9.8
10570,36.57,138.6,38.27,32.2,64.02,28.58,13.74,30.57,10.08
10571,33.03,145.42,40.35,33.27,66.93,27.83,14.53,31.91,10.55
10572,37.17,134.42,38.19,30.75,63.9,28.54,13.98,29.79,9.41
10574,33.43,124.08,38.11,30.59,63.7,27.17,13.27,28.02,8.94
10575,37.2,158.4,39.72,32.52,67.13,29.69,13.98,30.3,10.12
10576,39.57,170.5,42.83,34.65,69.41,31.14,14.25,32.39,10.63
10577,35.08,118.58,35.55,32.44,62.13,28.86,13.5,28.72,9.69
10578,35.0,132.0,38.39,31.46,64.37,26.77,14.13,29.04,9.72
10579,35.47,131.78,38.27,32.09,65.12,27.36,13.31,29.55,9.57
10580,34.17,114.18,35.63,29.92,61.22,25.55,13.78,26.44,9.65
10583,34.69,140.8,38.23,33.58,68.03,26.97,14.17,33.92,10.04
10584,34.13,126.28,36.57,30.08,61.85,28.31,13.15,26.72,9.53
10585,36.34,139.48,39.17,31.22,63.11,27.4,13.78,29.16,10.55
10587,35.98,111.1,35.2,29.96,60.04,25.98,12.83,27.54,9.49
10589,36.73,156.2,41.73,34.96,67.05,29.06,12.95,30.73,10.28
10590,36.3,146.08,37.72,31.02,66.22,30.39,14.33,30.26,10.0
10591,35.16,148.06,38.5,35.28,69.88,27.17,14.13,31.76,10.47
10592,33.5,118.14,36.57,32.64,65.28,27.13,13.35,30.02,9.21
10891,32.99,119.9,35.75,30.83,62.44,25.55,12.48,28.06,9.8
11205,39.96,170.28,42.44,33.74,65.98,31.81,14.29,30.22,10.39
11214,35.24,117.7,36.97,29.76,59.92,25.12,13.43,26.2,9.92
11215,34.65,132.66,36.97,32.6,64.41,27.6,13.74,30.38,10.43
11217,34.57,114.4,36.14,31.02,63.5,23.74,12.68,28.49,9.61
11219,33.74,124.74,37.6,30.87,64.53,25.0,12.83,29.71,9.61
11293,32.76,129.14,37.2,32.13,67.64,26.61,13.78,31.05,9.65
11645,36.18,141.9,38.86,32.95,66.77,28.78,13.39,31.6,10.16
11650,33.78,129.58,36.42,31.89,64.96,26.97,13.19,28.45,9.96
11651,34.45,131.56,36.73,31.14,66.77,28.66,13.11,30.65,10.2
11652,35.59,137.5,37.52,32.64,65.16,28.39,13.19,29.04,10.08
11671,36.06,144.32,39.17,32.13,63.86,28.54,14.13,30.18,10.43
11673,38.03,153.78,40.24,31.06,64.57,30.75,13.74,29.91,10.24
11678,34.13,132.0,36.26,32.01,66.81,27.95,13.94,30.85,9.61
11682,36.85,167.64,43.39,33.43,65.47,30.67,13.82,28.06,10.83
11693,35.87,129.14,37.68,31.18,63.11,29.88,13.94,28.25,9.92
11694,37.09,139.48,39.29,31.42,61.81,30.24,13.31,28.57,10.24
11701,37.72,145.64,39.02,28.86,59.06,34.09,13.78,25.5,10.71
11703,31.3,116.82,35.75,30.98,64.88,24.76,13.07,28.17,9.92
11712,34.41,116.38,36.34,26.5,56.97,28.43,12.68,22.39,9.92
11715,38.15,148.5,38.66,31.69,67.05,27.99,14.88,29.2,10.24
11716,32.48,111.98,36.73,28.78,60.55,26.22,12.91,26.68,9.41
11718,35.94,127.16,37.72,30.28,62.56,26.89,13.07,27.31,10.35
11719,35.31,139.04,37.05,33.94,68.31,28.78,14.33,32.15,10.16
11720,37.76,130.46,36.73,33.03,64.72,30.24,13.66,29.79,10.24
11721,33.5,120.34,37.44,30.04,60.71,26.02,12.87,26.17,9.96
11722,35.59,137.28,40.59,32.2,64.57,28.07,13.39,29.59,9.72
11728,37.4,162.14,40.67,33.46,65.94,31.18,14.49,30.61,10.39
11729,36.93,137.28,38.31,32.68,64.37,29.02,13.43,29.59,10.83
11737,31.97,120.56,37.68,30.47,65.12,26.57,13.03,29.91,9.61
11740,36.5,117.26,35.28,30.94,61.57,27.17,13.19,27.78,9.45
11744,35.2,139.92,37.52,33.39,68.35,27.24,13.5,31.64,10.47
11748,38.03,139.26,37.44,32.28,63.62,31.14,13.58,28.76,9.8
11749,35.12,125.62,36.3,31.77,62.6,26.54,12.8,27.54,9.69
11755,34.37,105.82,34.21,29.02,57.09,29.21,12.6,25.1,9.13
11770,40.71,160.6,40.16,34.33,67.87,34.76,14.88,32.43,10.35
11771,31.69,114.18,35.87,32.32,64.72,25.63,13.66,28.96,8.78
11775,37.13,134.2,37.13,30.08,61.85,28.86,13.35,27.66,10.28
11778,35.79,131.12,40.12,32.83,63.39,28.98,13.5,31.4,9.84
11839,37.28,141.9,40.51,30.94,59.96,29.29,14.21,24.91,10.55
11841,39.21,166.54,40.35,34.76,69.96,29.65,14.33,32.94,10.87
11842,33.35,103.18,35.16,27.95,57.72,25.08,12.32,24.43,9.13
11843,37.28,153.78,41.77,32.24,65.87,30.04,14.17,29.63,10.04
12158,38.15,135.96,38.27,31.26,60.51,30.24,14.33,27.03,10.35
12159,34.45,133.32,37.83,34.29,68.54,28.07,13.31,33.17,9.53
12160,36.81,159.5,41.65,32.8,66.93,30.0,13.7,29.91,9.96
12371,34.17,119.02,36.46,31.85,62.48,26.38,12.87,27.46,9.13
12388,42.28,183.04,43.66,33.35,66.57,33.98,14.76,31.01,11.42
12389,37.6,147.62,39.69,32.28,67.2,30.04,13.11,31.05,9.65
12390,35.71,142.12,37.68,32.52,67.64,30.35,13.78,31.13,9.45
12391,34.53,130.24,37.48,33.23,67.6,25.83,13.31,31.32,9.76
12392,35.51,124.08,36.34,31.3,63.46,28.94,13.31,29.24,9.25
12393,40.35,164.12,40.87,33.78,67.76,31.61,14.45,30.65,11.02
12394,36.65,132.22,38.19,30.94,65.12,26.97,13.86,29.12,9.84
12398,41.18,172.26,42.72,32.32,64.29,34.29,14.41,28.33,10.79
12399,41.61,179.3,42.36,32.95,65.55,35.0,15.2,28.33,10.87
12401,34.69,120.12,37.68,28.86,60.83,27.76,13.39,27.27,9.72
12402,36.57,134.64,38.11,32.24,63.74,27.87,13.54,26.56,10.43
12403,36.42,140.14,40.39,31.73,64.88,29.06,13.23,29.0,9.57
12404,40.0,158.4,40.08,33.5,66.5,31.61,14.57,30.81,9.76
12405,38.5,120.56,35.94,29.53,60.31,30.51,13.07,26.13,8.94
12414,38.78,166.54,41.38,32.56,65.59,31.06,14.37,30.5,11.42
12420,39.13,149.6,39.72,31.5,62.13,34.21,15.08,29.55,10.98
12426,35.24,170.72,39.92,35.94,72.05,30.04,14.21,34.63,10.91
12427,37.4,148.94,40.75,30.55,62.32,30.67,14.06,28.13,10.31
12441,35.08,125.18,37.91,30.71,62.36,26.42,13.03,28.02,9.65
12455,35.24,135.3,39.84,31.85,65.39,29.06,13.62,29.83,9.53
12477,38.7,135.52,37.68,31.81,64.25,29.49,13.43,29.94,10.63
12546,37.87,155.76,41.46,31.85,66.73,30.0,13.94,31.28,10.24
12547,39.02,171.6,40.28,34.06,69.37,33.66,14.29,32.35,10.63
12548,36.46,143.0,39.13,31.46,62.72,30.24,14.09,29.28,9.53
12549,38.82,149.38,37.2,34.06,67.2,30.63,14.45,32.31,10.83
12550,34.45,135.96,39.65,30.39,63.78,29.45,13.7,27.27,9.57
12551,37.44,143.0,38.19,31.89,64.25,30.47,13.7,29.04,10.24
12972,36.65,134.2,38.07,32.52,64.96,30.63,13.7,29.04,9.76
12973,33.5,113.96,34.17,33.43,65.75,25.24,13.11,31.09,9.57
12981,35.55,123.64,37.68,31.38,61.81,28.39,12.91,27.78,9.13
12985,34.45,123.42,35.04,32.13,66.97,26.77,13.98,30.85,11.02
12997,38.66,156.2,41.65,31.61,62.72,30.51,13.98,28.61,10.43
13001,38.86,152.68,39.06,32.87,66.22,32.09,14.65,30.18,10.55
13012,37.6,151.58,38.94,32.83,67.91,30.39,13.66,29.75,10.31
13014,38.43,152.46,39.45,32.72,63.43,31.26,14.37,29.87,11.34
13015,40.2,164.56,45.12,30.98,64.21,32.2,13.9,27.27,9.72
13016,32.68,114.4,34.8,33.07,65.63,26.06,12.56,30.34,8.74
13017,39.45,165.44,40.94,33.27,68.11,30.59,12.76,30.26,10.83
13018,37.56,143.22,39.61,31.1,66.26,30.31,13.78,31.6,10.16
13019,35.08,141.68,37.4,35.31,66.61,26.85,13.98,31.32,10.04
13020,41.85,183.7,43.5,33.23,65.98,36.42,14.57,30.5,11.22
13025,33.62,129.8,38.07,29.92,61.5,25.67,12.91,26.8,10.55
13050,41.73,152.02,39.41,31.18,61.06,35.28,16.1,24.67,10.43
13056,32.36,123.64,36.22,30.51,63.9,25.2,13.27,30.26,9.53
13068,36.65,139.7,38.15,31.38,64.17,29.49,13.46,30.06,10.16
13072,33.11,125.18,37.4,29.69,61.02,27.48,13.03,26.76,9.33
13079,35.16,137.5,38.35,29.84,60.87,28.66,13.7,26.72,9.72
13100,39.45,152.24,38.98,31.89,62.44,32.87,13.7,28.76,10.63
13101,33.19,124.52,36.5,33.5,66.46,26.97,13.43,31.01,9.84
13109,34.8,119.46,36.3,29.53,61.54,27.99,13.7,26.87,9.57
13115,36.46,138.82,39.13,30.71,63.03,29.06,12.52,27.11,9.92
13116,34.41,130.9,37.91,30.63,64.41,28.43,13.07,30.14,9.21
13117,34.84,134.2,36.69,32.68,67.17,27.68,14.29,32.03,10.31
13121,43.54,191.18,44.29,33.43,66.46,36.85,14.61,29.28,11.06
13125,36.81,152.9,41.14,30.59,63.07,31.18,13.35,27.7,10.16
13127,34.65,132.66,36.97,31.3,65.51,29.96,13.98,29.63,9.96
13131,33.66,124.96,37.52,30.87,63.07,28.31,13.23,28.69,10.31
