SUBJECT_NUMBER,Chest,Weight,Hip,Sleeve,Height,Waist,Neck,Inseam,Forearm
10678,41.3,183.48,40.2,35.83,68.31,34.09,16.06,31.32,11.3
10684,40.98,195.8,41.42,35.31,69.13,36.57,16.22,31.99,12.68
10705,42.24,195.14,38.74,37.01,74.13,32.24,15.94,35.73,12.4
10706,39.02,190.96,42.56,34.72,67.8,34.06,16.38,31.05,12.68
10708,38.19,164.56,37.91,35.83,67.91,30.43,16.06,31.6,12.17
10719,42.09,202.62,42.36,34.65,69.37,36.77,16.77,31.44,12.68
10726,41.1,181.5,40.24,34.84,66.69,36.18,16.42,31.13,11.61
10734,38.66,188.76,40.16,37.64,72.2,35.24,16.42,32.27,12.05
10738,38.15,160.6,37.13,34.84,68.39,31.57,15.91,31.76,11.26
10757,44.8,207.9,42.52,36.34,66.81,38.74,17.56,29.87,13.31
10770,43.46,207.9,41.77,36.26,69.61,38.9,17.2,31.28,12.4
10775,36.02,165.88,36.14,36.65,75.28,30.24,16.06,35.57,11.93
10784,38.82,161.04,35.63,35.83,69.49,30.0,15.75,33.21,11.69
10800,38.94,170.28,38.94,34.13,67.87,33.11,16.06,29.59,11.81
10805,40.08,162.58,37.4,35.75,70.83,31.02,16.02,33.92,11.54
10823,44.25,234.74,44.69,36.81,70.31,37.99,16.46,33.13,13.46
10826,34.8,136.18,33.94,34.21,65.16,30.63,15.55,30.18,12.13
10831,36.69,158.62,36.57,34.61,69.84,29.21,15.59,34.08,11.61
10859,39.37,162.58,36.34,35.16,69.69,34.8,16.06,32.78,11.22
10860,48.39,281.16,48.62,38.39,71.46,42.28,19.37,31.48,14.65
10862,43.78,206.8,41.42,35.98,72.13,37.56,15.83,33.88,11.61
10865,41.5,187.44,40.04,37.2,69.57,36.77,15.75,33.65,12.28
10874,39.25,196.68,41.22,34.8,70.47,35.75,16.81,32.54,12.05
10888,36.69,148.5,37.17,34.06,67.17,30.0,16.06,30.06,11.3
10892,34.02,133.1,35.91,33.86,65.79,28.86,15.0,30.18,11.02
10995,37.05,137.94,35.63,33.86,67.64,28.94,15.16,30.18,11.42
11017,35.98,146.74,35.87,33.9,70.12,30.04,15.83,32.07,11.89
11031,36.54,133.76,35.35,32.48,63.78,31.42,15.24,28.8,10.63
11043,37.28,155.76,38.39,34.09,68.03,31.89,15.31,31.64,11.22
11051,36.65,150.26,35.79,33.7,69.92,30.24,15.59,33.33,11.42
11054,34.57,139.7,34.41,34.13,67.99,29.65,15.51,30.06,10.47
11055,38.9,167.64,39.02,34.76,67.72,32.83,16.3,31.68,11.54
11069,38.35,147.84,36.65,31.3,62.52,33.74,15.55,28.33,11.5
11073,42.36,213.4,42.52,35.94,67.91,37.32,17.09,31.48,13.31
11084,36.54,158.18,37.6,34.06,66.34,31.18,15.47,30.5,12.8
11090,42.32,197.12,40.79,37.36,70.71,36.34,17.24,33.72,13.07
11104,39.09,188.76,40.51,36.61,71.46,33.39,15.55,34.12,11.69
11109,39.8,190.96,39.57,35.24,71.06,35.71,16.46,32.86,11.85
11115,41.5,205.04,40.87,35.04,73.82,37.24,17.87,33.41,12.4
11118,42.72,225.28,41.97,36.38,72.32,36.73,17.6,33.21,14.17
11120,38.15,184.8,39.92,37.91,72.4,32.87,15.87,34.71,12.01
11148,37.05,146.52,35.63,33.19,66.02,33.07,15.2,29.75,11.02
11167,38.31,154.0,37.09,32.32,65.67,33.46,16.18,28.49,10.51
11184,36.69,162.36,37.99,34.06,67.13,32.68,14.92,31.36,11.81
11189,41.5,194.26,40.63,34.53,68.19,36.34,18.07,30.81,12.72
11192,40.47,185.24,41.06,36.06,68.39,34.88,15.79,31.68,12.52
11224,36.89,149.16,37.2,33.27,66.89,30.75,15.83,30.06,11.85
11231,37.17,164.56,36.97,35.98,72.28,30.51,16.22,32.78,12.05
11233,40.43,184.36,40.12,34.76,70.16,34.45,15.91,33.06,11.61
11239,41.38,198.66,41.57,34.53,70.94,37.09,16.73,32.27,11.85
11255,38.07,168.52,38.03,35.2,69.65,31.18,15.91,32.03,12.05
11291,37.64,153.12,37.36,34.17,66.22,33.03,15.24,30.26,11.42
11297,40.83,185.24,39.65,35.43,71.38,34.69,16.06,33.41,12.36
11300,45.24,192.94,40.24,34.8,67.56,34.13,17.01,31.52,13.15
11330,41.54,165.22,38.31,34.8,65.87,30.59,15.12,31.24,12.4
11346,37.36,166.32,37.95,34.29,71.18,33.19,15.98,31.83,11.46
11377,37.76,185.02,39.17,35.31,69.45,32.01,16.18,32.31,12.68
11406,37.32,156.2,37.32,33.58,66.89,31.65,15.55,30.65,11.54
11421,37.48,152.9,35.43,35.83,68.62,29.29,14.72,34.47,11.5
11422,37.24,141.46,36.34,33.78,66.34,31.42,15.12,30.3,11.34
11431,36.73,160.6,37.68,34.92,67.17,32.99,16.77,32.78,11.38
11432,39.72,187.44,40.63,36.5,72.36,34.13,16.42,32.54,12.44
11466,37.13,151.14,36.3,35.91,70.31,31.57,15.39,33.45,10.91
11469,34.65,130.68,35.0,33.82,68.43,28.35,14.37,33.06,10.31
11473,36.65,154.66,36.73,34.09,67.24,31.42,15.87,32.58,11.97
11476,36.06,145.86,35.04,34.65,67.87,29.84,14.84,32.15,11.57
11506,38.39,167.64,38.11,33.43,66.93,33.62,15.67,29.31,11.89
11511,38.19,157.3,36.77,34.96,68.94,29.76,15.75,31.32,12.64
11515,43.35,217.36,43.03,35.98,71.85,37.99,16.54,31.52,12.68
11535,41.81,210.98,43.62,34.76,66.57,37.32,16.81,30.97,13.54
11541,41.18,179.74,40.12,34.72,67.2,34.69,16.06,30.26,12.01
11555,39.84,172.48,38.54,35.83,68.03,32.91,16.14,32.27,12.4
11588,40.83,200.86,40.31,37.68,74.96,33.27,17.44,34.35,12.99
11622,39.21,174.24,38.94,34.49,67.99,30.35,17.17,31.6,12.44
11628,42.91,217.36,42.6,37.99,73.07,35.67,17.36,32.5,12.68
11635,39.25,192.72,41.81,34.8,68.15,35.28,16.46,31.05,12.64
11762,35.71,149.16,36.89,32.48,65.08,30.16,15.75,30.22,12.05
11764,39.33,176.22,40.35,36.3,66.89,35.2,16.85,30.46,11.81
11788,40.98,229.46,43.31,39.09,76.38,35.98,17.68,36.64,12.99
11792,40.71,170.94,39.13,33.98,66.42,34.21,15.55,29.47,11.57
11800,35.91,155.98,36.22,32.68,67.91,31.26,15.87,31.87,11.57
11807,35.91,155.32,36.93,34.33,69.25,30.08,15.31,32.82,11.89
11808,37.17,147.62,36.89,34.8,70.55,31.02,14.33,31.99,11.3
11810,38.78,168.08,38.78,35.35,66.93,32.72,16.73,31.05,11.81
11812,38.35,169.84,38.78,35.39,68.62,31.18,15.83,31.56,11.54
11816,39.57,181.28,41.73,33.9,67.52,35.31,15.63,29.71,12.28
11818,38.27,161.26,36.14,37.13,73.82,30.59,16.1,34.59,10.75
11832,42.6,193.82,42.4,34.69,64.96,36.46,17.28,29.31,12.8
11845,39.41,177.32,38.39,35.2,68.78,33.15,16.34,30.77,12.48
11881,38.15,162.36,37.48,34.21,68.82,31.54,15.87,31.48,11.97
11885,38.74,187.88,40.16,35.47,70.98,31.26,16.65,34.12,12.68
11897,39.37,175.34,40.43,35.51,69.88,33.11,16.14,32.5,12.2
11900,45.0,238.04,44.49,37.99,72.44,39.06,16.97,33.65,12.87
11916,38.74,172.26,38.9,34.72,69.41,32.24,16.5,31.83,12.36
11933,34.41,134.64,34.49,34.76,68.35,28.39,15.12,31.76,10.87
11959,38.94,165.0,39.96,34.61,68.19,30.67,15.08,30.85,11.42
11962,41.57,182.38,39.17,34.57,68.19,34.72,15.98,31.24,12.68
11964,43.9,194.04,41.06,34.02,67.48,38.9,16.38,31.2,12.4
11972,38.23,175.34,38.46,35.0,69.41,32.95,16.61,33.09,12.05
11974,37.8,141.68,37.05,32.56,64.96,31.34,15.12,28.76,10.43
12003,39.8,172.7,39.65,32.4,65.12,35.51,16.34,29.12,12.01
12013,37.56,152.68,38.19,34.37,67.95,32.4,14.61,31.09,10.87
12016,39.57,192.28,39.84,35.67,72.56,34.84,16.3,34.04,12.13
12036,39.02,183.26,38.98,37.32,73.15,32.4,16.5,34.67,12.2
12056,38.58,163.68,37.4,32.91,67.13,31.3,16.14,30.1,12.44
12058,40.67,175.34,38.27,34.33,69.29,34.96,15.94,31.01,11.97
12059,39.33,168.3,38.54,35.59,70.16,31.1,16.3,31.76,11.69
12066,36.73,156.86,37.24,34.96,67.99,30.28,16.3,32.46,11.42
12095,40.2,179.52,40.94,34.06,67.44,33.66,16.97,30.1,12.4
12105,46.73,229.02,44.96,35.16,67.48,40.87,15.47,30.97,13.03
12149,33.5,137.28,35.83,31.97,65.67,29.8,13.78,29.55,10.79
12192,38.98,189.2,39.84,35.67,71.42,34.76,15.43,33.25,11.97
12228,32.87,114.4,31.69,32.24,63.46,27.24,13.78,30.1,10.35
12240,35.2,151.36,36.18,34.72,70.59,30.87,15.75,32.98,12.2
12252,39.33,182.38,40.0,35.59,69.37,33.31,16.81,33.41,13.27
12253,35.75,144.76,36.02,35.67,73.23,30.0,15.35,34.04,10.79
12289,37.99,177.1,39.8,34.41,68.54,33.74,16.22,31.99,12.36
12296,35.79,143.22,36.14,33.54,65.83,30.87,15.79,29.91,11.81
12305,41.97,194.26,41.02,35.59,70.87,34.57,16.26,32.23,12.8
12307,46.1,202.18,41.14,34.33,67.05,39.09,17.24,28.29,12.87
12323,40.87,182.6,38.94,34.76,69.8,34.45,16.57,32.07,12.72
12329,42.44,192.72,40.75,37.13,69.76,35.87,16.26,31.6,12.4
12344,38.54,189.2,39.96,37.4,72.24,32.72,17.24,35.54,13.27
12348,38.54,188.98,42.4,32.76,66.42,34.61,17.17,30.34,13.46
12480,37.2,188.32,39.84,35.91,69.49,31.93,15.43,33.76,11.65
12534,33.23,126.28,34.33,31.81,66.3,28.58,14.37,29.51,10.43
12578,37.44,161.26,36.54,35.59,68.58,31.69,16.61,32.27,12.6
12580,35.79,132.0,34.49,31.81,62.36,28.9,15.31,29.2,12.13
12587,35.43,152.46,35.04,35.98,71.06,29.57,15.59,35.42,11.3
12591,43.62,198.0,41.26,34.41,67.99,38.15,15.51,31.6,12.68
12594,37.44,159.06,37.2,35.39,68.62,30.91,15.24,32.54,11.3
12616,38.82,166.54,38.03,35.24,68.62,34.21,16.26,31.56,11.34
12629,37.28,159.72,37.56,33.07,67.95,31.65,15.47,31.28,11.3
12642,37.17,139.92,35.28,33.27,67.24,32.05,15.55,30.65,10.43
12655,40.79,188.32,38.9,36.14,70.2,33.07,16.42,31.32,13.03
12657,40.91,189.42,40.47,36.57,70.67,35.2,16.06,32.31,12.32
12678,40.0,190.08,41.34,35.63,71.93,35.0,16.57,33.06,12.28
12713,35.08,141.24,36.54,33.15,67.91,28.62,14.88,32.58,10.43
12729,35.67,154.22,36.54,33.46,71.06,30.2,15.04,32.15,11.38
12765,37.91,164.34,38.94,34.25,70.12,32.05,15.55,31.44,11.42
12771,37.68,159.28,38.86,32.83,64.61,33.74,14.72,30.14,11.5
12796,45.39,221.32,42.99,35.43,70.98,40.47,16.1,32.35,12.76
12813,40.2,178.64,39.53,36.65,69.06,34.25,16.06,32.23,12.6
12814,45.35,203.28,40.51,35.51,67.24,39.25,17.01,31.32,12.68
12815,39.49,209.88,40.75,37.87,75.91,32.64,16.22,37.39,12.8
12825,38.23,165.88,38.35,34.69,67.87,32.8,16.3,31.36,11.89
12833,42.36,223.74,44.41,35.0,71.3,38.23,16.97,33.29,12.99
12838,38.62,163.46,37.83,35.0,68.7,31.46,15.75,31.52,11.61
12841,34.49,134.2,34.29,34.76,68.19,28.82,14.76,33.13,11.22
12851,44.37,210.32,42.48,35.47,69.02,38.78,16.97,33.41,12.99
12877,39.61,187.0,38.35,36.42,70.67,36.57,16.5,32.82,12.44
12888,40.59,185.9,39.65,35.16,69.72,35.87,16.81,31.28,11.85
12906,34.49,137.5,35.16,33.07,67.6,28.62,15.24,31.01,10.71
12923,35.08,143.22,35.12,33.54,64.53,29.25,15.47,29.79,11.85
12926,39.06,168.3,37.8,34.29,66.38,33.78,16.46,29.71,11.97
12927,36.02,141.24,35.2,34.49,69.69,30.63,14.25,31.01,10.55
12928,43.23,211.86,43.5,36.1,71.38,39.96,16.85,32.98,12.52
12929,44.41,208.78,42.05,36.02,71.57,36.02,16.5,33.13,13.43
12931,44.09,232.54,42.99,36.65,76.14,38.43,18.31,35.77,12.87
12937,38.27,159.5,36.3,34.29,70.16,31.38,15.71,31.87,11.89
12956,35.47,144.98,37.36,31.89,66.85,30.59,14.88,29.87,11.5
12960,34.72,147.4,35.55,35.12,71.34,28.82,15.55,35.5,11.5
12964,40.75,171.6,38.66,32.4,63.98,35.63,15.63,27.07,11.89
12968,38.98,178.2,40.43,34.69,68.7,35.63,15.83,31.36,12.6
12969,39.06,182.6,38.03,36.18,70.43,32.4,17.13,33.49,12.01
13022,33.35,131.34,34.65,32.64,67.52,26.69,14.76,30.89,10.43
13165,37.48,150.26,36.61,33.94,66.38,30.83,16.06,29.51,10.87
13168,36.06,151.36,37.4,32.28,64.57,32.72,15.47,29.75,11.61
13170,39.09,163.46,37.91,32.13,66.34,33.74,16.06,29.47,12.01
13173,34.96,136.18,35.43,34.92,68.07,30.16,15.43,32.7,11.22
13180,37.52,144.76,37.91,34.76,63.58,31.61,15.08,30.1,11.26
13181,33.86,126.5,34.57,34.06,67.64,28.86,14.29,32.62,10.35
13182,40.71,188.76,40.87,36.85,69.92,36.73,16.54,31.95,12.28
13197,37.95,159.5,36.89,35.24,71.69,32.09,15.08,33.8,11.69
13198,41.77,179.08,37.36,35.87,68.5,33.82,17.2,32.74,12.13
13219,37.05,157.3,36.89,36.38,69.96,29.69,16.26,33.92,11.14
13252,42.64,188.54,39.25,35.43,70.0,36.22,17.64,32.66,12.09
13261,36.85,164.78,39.41,33.35,66.85,32.76,15.51,30.1,11.65
13283,35.59,154.44,37.01,36.34,72.09,29.33,14.84,34.63,11.5
13287,42.36,208.56,42.17,36.46,71.89,37.01,15.94,33.69,12.2
13292,39.92,158.84,37.4,32.87,64.09,32.44,15.63,28.17,12.4
13296,37.17,158.84,37.13,33.98,67.4,31.54,15.87,30.65,11.69
13300,43.07,199.98,42.05,35.16,70.63,37.68,16.93,33.06,11.93
13386,41.69,190.74,41.06,35.75,67.76,34.76,16.69,31.17,12.4
13398,38.66,182.38,39.53,35.31,70.75,33.35,15.98,33.84,12.2
13443,38.31,159.72,38.19,33.11,68.82,33.03,15.51,31.6,11.22
13454,36.73,143.44,35.75,34.57,70.28,29.61,15.43,32.27,11.18
13480,36.81,143.66,36.02,33.46,66.38,33.11,15.0,29.71,10.75
13482,42.32,206.58,42.17,36.89,71.14,33.86,16.89,34.43,13.78
13498,41.73,169.62,38.78,34.09,65.67,35.39,16.26,29.63,11.54
13511,37.68,171.38,35.67,36.42,72.01,31.18,16.26,35.42,12.05
13543,37.2,178.86,39.69,37.76,72.01,30.94,16.46,34.67,12.44
13569,37.01,153.12,38.46,31.61,63.98,31.38,14.69,28.02,11.54
13570,41.65,176.0,39.37,33.39,67.09,36.61,16.26,29.71,11.34
13580,40.67,191.4,40.2,35.59,68.5,35.2,16.97,30.97,12.64
13582,36.46,162.36,38.66,34.57,68.15,31.34,15.67,31.91,11.34
13632,38.62,170.28,39.13,34.65,69.33,32.76,15.35,32.46,11.14
13634,40.59,187.88,39.92,36.06,69.37,34.88,15.87,32.98,11.34
13638,36.61,156.86,37.05,33.58,67.44,30.83,15.2,30.1,11.42
13641,37.8,160.38,36.5,36.57,72.64,32.17,15.51,33.8,11.46
13642,35.24,162.36,36.18,34.37,70.59,30.0,14.57,32.03,12.68
13660,36.61,146.3,36.02,34.02,66.73,30.12,14.41,31.48,11.85
13763,40.08,172.04,39.41,34.21,68.23,34.45,15.87,30.1,11.85
13775,41.65,184.8,38.94,37.13,70.94,33.66,15.94,33.02,11.93
13785,41.46,178.86,38.43,35.04,67.99,33.54,16.34,32.23,12.91
13787,39.72,165.44,37.32,34.72,69.96,32.48,15.98,31.8,11.22
13806,35.31,160.82,39.13,32.13,65.63,33.11,15.08,29.59,10.83
13809,37.48,166.32,36.65,37.2,72.36,31.89,16.85,36.13,12.8
13810,41.65,173.8,38.9,33.27,66.22,34.76,16.34,30.73,11.81
13811,37.28,186.78,40.12,36.38,72.6,33.19,15.79,35.06,11.22
13814,39.49,184.36,38.86,35.24,68.82,36.3,15.79,31.64,12.52
13817,39.72,175.34,39.61,34.69,68.19,33.15,16.46,31.99,12.24
13824,38.78,158.62,37.76,35.16,68.23,29.41,15.87,32.11,11.57
13825,40.67,178.64,39.61,33.39,65.55,34.02,16.61,29.0,12.36
13831,35.59,153.12,37.83,34.61,72.56,30.67,15.16,34.87,10.55
13886,39.06,165.22,37.72,33.9,69.37,33.58,15.63,33.61,11.61
13900,42.8,223.08,44.69,36.42,70.87,38.23,16.57,34.35,12.68
13925,38.07,147.84,36.26,35.16,67.91,31.06,15.47,31.99,11.61
13933,39.25,190.74,40.35,36.38,71.14,32.48,16.38,34.83,12.32
13947,42.91,222.86,42.64,36.85,74.02,38.19,17.87,35.97,12.83
13949,36.18,143.44,35.63,35.91,72.95,29.37,14.8,35.46,10.83
13965,39.61,162.36,38.31,34.02,66.54,33.98,17.2,29.75,11.5
14046,36.06,146.3,36.3,35.59,71.77,30.31,15.59,34.16,10.28
14054,37.87,137.28,36.5,31.81,64.09,31.34,15.83,29.04,11.18
14079,38.11,157.52,37.44,35.2,69.09,30.63,16.14,32.11,11.89
14082,41.02,205.7,41.5,35.39,73.07,35.47,16.65,33.57,12.09
14127,39.84,188.98,40.12,35.87,71.42,33.9,16.14,33.37,11.97
14141,35.2,150.26,35.63,34.53,69.57,29.88,15.79,32.31,11.61
14142,42.01,197.78,42.8,35.28,70.71,37.48,16.26,32.11,12.32
14156,45.28,240.68,44.57,38.07,72.68,39.69,18.15,33.33,12.99
14158,42.6,204.16,40.47,37.4,72.05,34.8,17.28,32.66,13.46
14174,37.48,157.3,36.34,34.17,68.03,31.34,15.2,32.35,11.06
14182,36.18,143.88,35.67,32.09,65.67,30.16,15.94,29.91,11.61
14184,38.39,168.3,39.57,34.53,67.13,33.19,15.91,30.69,12.09
14190,41.14,212.3,41.42,37.99,73.62,35.94,17.28,36.6,12.91
14192,38.58,169.4,39.37,32.8,63.74,31.89,16.1,27.54,12.4
14198,36.97,145.2,36.06,34.37,69.37,29.21,15.28,32.35,11.73
14199,35.31,147.4,36.54,33.86,67.36,29.33,15.51,30.26,11.1
14201,39.49,169.62,38.74,35.28,70.2,32.05,16.81,32.31,12.17
14208,38.19,164.12,37.56,35.2,70.2,32.99,15.75,32.82,11.57
14216,45.08,186.12,38.82,34.25,68.58,36.22,17.28,31.05,12.64
14224,37.24,162.58,37.44,34.21,69.21,30.63,15.55,32.94,11.3
14227,43.82,209.0,41.3,37.01,70.2,37.24,16.81,32.78,13.7
14238,40.67,185.02,40.12,36.14,69.33,34.76,16.42,32.66,12.17
14239,41.02,186.34,40.04,36.06,70.91,33.9,16.5,34.94,12.48
14240,42.68,221.98,43.58,38.46,72.09,37.72,16.97,34.47,13.5
14246,34.57,135.3,35.83,32.68,67.2,27.99,15.12,30.1,11.26
14258,35.51,150.04,36.54,35.24,71.3,29.84,14.61,33.25,10.71
14277,33.54,130.02,33.82,32.87,65.39,28.66,15.12,29.59,10.79
14278,37.68,159.06,36.57,35.43,67.99,31.81,16.06,32.15,12.4
14291,37.09,140.8,35.24,33.11,67.4,29.69,15.2,30.85,11.77
14355,37.56,166.76,37.2,35.83,72.83,31.34,16.1,33.21,11.69
14356,42.05,180.84,40.91,35.91,68.7,36.93,15.59,31.8,11.22
14357,37.6,155.54,36.73,35.04,69.92,29.65,15.55,33.37,12.2
14359,41.34,189.2,38.78,35.04,72.95,35.94,17.56,33.65,12.4
14362,38.9,172.92,38.11,35.63,69.76,31.57,16.18,33.72,12.28
14363,39.57,168.52,37.8,34.61,67.13,32.13,16.26,31.56,11.54
14364,39.84,196.9,40.75,36.73,71.69,34.65,18.19,35.02,13.15
14371,40.91,194.7,40.79,34.02,67.17,36.81,16.54,30.02,12.6
14372,43.46,214.72,43.62,36.38,69.65,37.44,17.05,33.37,13.07
14375,43.35,196.02,40.39,36.18,73.15,37.4,16.46,32.7,11.02
14377,38.74,161.92,37.68,33.46,67.56,30.94,15.98,30.89,11.93
14382,37.28,143.66,35.87,33.03,65.87,31.22,15.47,30.65,11.3
14386,38.07,146.3,36.22,34.57,68.78,29.72,15.55,32.11,11.42
14394,36.26,141.02,36.1,34.33,68.58,28.58,15.16,31.6,11.3
14398,39.61,189.86,40.55,35.24,71.3,33.7,15.71,32.39,12.4
14399,39.61,179.96,38.54,34.57,71.14,30.79,16.46,32.54,12.48
14401,34.02,119.24,33.54,29.88,61.42,29.21,14.65,26.76,10.55
14403,41.02,196.9,40.55,37.13,70.75,35.08,16.85,32.46,12.68
14405,38.07,157.52,37.72,32.91,67.72,32.87,15.55,30.65,11.26
14411,37.05,155.54,36.54,35.24,71.06,30.87,15.91,35.54,11.61
14415,39.33,156.64,36.97,35.63,65.98,32.95,16.73,30.77,11.81
14417,40.67,183.92,39.61,35.24,69.33,36.93,16.73,32.07,11.85
14421,38.43,177.32,38.54,33.54,68.98,32.6,15.79,30.57,12.28
14457,38.54,168.96,37.2,36.54,70.28,31.06,15.83,34.98,11.61
14486,41.3,182.82,38.9,36.69,71.69,35.71,16.42,33.45,11.38
14487,41.61,177.54,38.98,33.74,66.34,36.93,15.94,29.91,12.13
14500,43.23,193.6,40.63,34.09,67.32,37.91,16.5,30.81,12.13
14513,41.26,184.14,38.19,35.31,70.75,33.27,16.81,32.98,12.6
14527,38.23,167.42,37.4,34.84,70.39,34.17,16.22,32.66,11.65
14532,37.64,158.84,38.39,34.02,67.83,31.46,15.79,31.56,11.89
14561,36.73,143.22,36.14,34.37,70.94,27.76,16.18,32.98,11.02
14565,38.82,159.5,37.91,32.48,64.65,32.99,15.39,29.59,11.18
14581,44.49,213.18,43.62,35.51,69.88,38.54,17.05,31.24,12.6
14596,38.43,170.72,39.21,35.08,69.88,31.42,16.69,33.02,12.99
14614,41.22,190.52,39.49,35.71,70.55,33.78,16.26,32.46,13.07
14618,36.97,154.22,37.05,35.39,69.37,30.28,16.77,33.13,11.14
14621,38.78,161.26,36.61,33.58,70.43,33.54,15.24,31.52,11.61
14622,39.8,180.4,39.57,33.62,69.25,37.36,16.14,31.68,11.57
14623,39.57,166.32,38.94,34.84,67.95,33.7,15.28,32.58,10.94
14626,35.16,135.96,34.72,33.03,67.01,28.27,15.63,31.09,11.5
14629,38.86,165.88,37.4,34.02,66.93,35.0,15.75,30.69,11.42
14645,40.51,186.78,39.21,36.02,70.67,34.33,16.54,33.84,12.24
14841,37.68,166.1,37.32,34.41,72.44,31.81,16.26,33.45,11.61
14842,37.48,175.12,39.33,35.67,72.09,33.23,16.5,33.02,11.85
14861,39.25,157.74,37.2,33.58,66.85,30.12,15.98,30.42,12.32
14894,42.2,188.32,39.92,32.32,67.24,34.65,15.04,30.06,12.09
14900,37.83,156.86,37.56,34.29,67.05,30.91,15.87,31.36,12.2
14917,44.65,217.8,42.56,37.05,71.26,38.39,17.09,32.43,12.4
14947,40.63,181.5,39.45,34.65,70.55,31.97,16.3,31.36,12.87
14954,39.53,173.36,40.12,34.84,67.32,32.09,15.31,31.6,11.89
14958,37.95,162.36,38.03,33.35,66.46,32.87,15.75,31.13,12.13
14959,36.5,157.52,36.38,33.7,67.4,30.31,15.87,32.58,11.85
14962,38.35,169.62,38.86,34.53,69.37,33.86,16.38,32.78,12.01
14966,38.39,180.4,39.69,34.49,70.59,34.41,16.61,31.56,12.48
14971,41.26,189.64,41.02,34.8,68.74,35.79,17.6,30.57,12.64
14972,37.91,193.38,42.01,37.87,72.68,31.93,16.26,34.67,12.28
14975,34.8,142.12,36.5,32.32,68.78,31.77,14.92,31.8,11.1
14987,40.2,165.22,37.72,34.69,69.09,31.22,15.91,33.76,12.01
15006,40.31,179.96,40.31,33.23,65.98,33.31,16.34,28.96,12.28
15007,40.75,174.68,38.27,36.42,72.05,31.5,16.3,33.88,11.89
15012,37.91,161.26,37.87,33.62,66.26,33.19,15.83,29.67,12.13
15014,36.18,145.64,35.35,35.55,67.91,30.51,15.2,31.64,11.1
15016,41.18,195.36,41.54,36.18,71.89,35.98,16.46,33.88,12.28
15026,40.71,165.88,39.21,34.65,68.66,31.1,16.34,32.46,11.61
15045,38.03,163.24,37.99,35.47,68.62,31.69,15.94,32.27,11.81
15050,37.09,158.84,37.17,33.5,69.09,30.43,15.87,31.91,11.61
15067,42.91,195.36,41.77,36.54,67.8,36.85,15.91,32.46,12.99
15082,37.72,146.96,36.54,34.96,67.83,31.97,16.14,32.43,10.94
15125,33.74,120.12,32.76,33.19,66.54,28.31,14.65,32.35,9.61
15130,36.97,143.88,36.89,33.07,67.99,29.33,15.71,32.15,10.98
15131,36.34,145.86,36.3,33.62,66.97,30.35,14.92,31.6,10.67
15133,40.16,167.2,37.64,35.39,69.17,32.36,16.14,31.52,11.5
15138,38.43,156.42,37.48,33.62,67.05,30.39,15.16,30.73,12.91
15144,43.74,218.68,42.48,37.56,73.11,35.75,17.13,35.22,12.4
15169,39.17,179.96,39.33,35.67,68.39,34.57,16.77,31.83,12.2
15174,37.99,157.52,37.28,33.78,64.84,32.36,15.2,29.75,11.69
15353,37.95,171.16,38.58,36.97,72.28,31.61,15.31,35.26,11.61
15365,45.63,214.72,43.19,36.85,71.06,38.7,15.79,33.84,12.28
15404,40.04,175.34,39.17,34.21,67.95,35.2,17.28,30.61,11.85
15438,39.61,175.12,39.41,33.66,69.49,34.69,16.3,31.05,11.77
15441,33.27,119.46,33.98,33.7,67.91,28.31,14.17,31.56,9.61
15461,38.27,163.24,39.41,33.43,67.44,31.61,15.63,30.38,11.54
15476,42.87,196.9,39.53,34.53,68.94,39.06,18.15,31.52,12.44
15546,39.13,168.3,38.07,34.41,67.83,31.46,16.38,29.98,12.2
15561,41.18,163.46,38.98,33.78,65.79,34.8,16.61,29.16,11.61
15669,42.24,197.34,40.39,36.42,72.56,36.02,16.1,34.63,12.99
15676,50.12,238.04,44.84,37.52,71.34,41.02,16.81,32.78,13.11
15678,38.19,162.8,39.49,34.65,68.7,32.72,15.67,31.44,10.63
15679,40.2,187.88,41.06,34.13,67.2,35.59,17.05,30.57,12.4
15680,40.24,177.98,38.86,34.06,68.35,33.9,16.77,30.14,12.91
15683,36.26,163.9,37.87,36.22,72.24,31.26,15.55,35.42,11.02
15686,35.87,168.96,37.36,36.54,71.85,31.14,15.67,35.02,12.09
15692,39.57,170.5,38.98,34.45,69.69,31.18,16.61,31.32,12.91
15694,41.73,181.28,38.58,33.54,67.99,34.61,16.46,30.69,13.03
15702,39.13,175.78,38.03,35.28,70.0,34.57,16.73,32.7,12.4
15705,44.09,185.24,39.61,36.61,67.36,37.32,16.73,30.61,12.6
15711,41.02,200.64,40.55,37.2,74.88,38.35,16.54,34.87,12.2
15722,36.46,175.78,41.61,34.69,68.03,32.44,15.91,31.36,11.18
15724,38.11,173.14,38.54,36.02,73.31,31.3,16.26,33.72,11.93
15727,40.16,186.34,39.33,33.94,69.37,33.43,17.05,31.52,12.6
15731,36.38,155.54,37.05,34.69,71.34,31.38,15.63,32.74,10.91
15736,36.77,169.62,39.96,34.57,69.8,30.43,15.04,33.69,11.14
15753,37.13,170.06,38.9,34.96,69.53,32.64,16.81,31.4,11.65
15754,38.78,163.68,38.35,33.15,67.52,32.83,15.59,29.94,11.42
15755,38.07,165.88,37.95,34.65,65.47,30.67,17.8,30.77,13.11
15756,39.29,182.6,39.8,34.96,69.06,33.46,16.85,30.81,11.81
