SUBJECT_NUMBER,Chest,Weight,Hip,Height,Waist,Inseam
24887,35.2,158.62,40.79,64.33,31.1,27.7
24888,34.76,116.6,36.54,57.48,27.4,25.26
24889,35.71,136.4,37.48,63.78,29.57,28.92
24891,38.74,164.12,42.09,64.13,31.57,27.98
24894,33.39,117.04,34.57,60.51,27.36,27.23
24895,36.5,158.84,41.18,68.03,31.69,30.3
24899,33.07,118.14,35.47,61.02,28.27,27.74
24900,33.74,124.74,35.75,64.37,26.42,30.22
24907,33.94,130.24,40.51,63.31,27.99,28.25
24911,31.38,101.64,34.13,58.15,24.84,25.57
24912,33.46,138.38,38.66,63.19,28.78,29.98
24913,38.46,178.86,42.13,67.99,33.07,31.8
24914,41.69,173.14,43.39,63.39,35.39,29.0
24915,38.27,175.12,43.35,64.72,32.72,32.31
24917,32.48,133.1,38.46,64.49,26.46,30.22
24919,36.42,133.98,39.21,61.42,29.09,27.58
24921,33.07,137.5,40.0,67.05,26.89,29.55
24922,30.12,107.58,32.6,63.9,25.39,31.52
24923,34.69,114.84,36.46,58.19,27.87,25.54
24924,35.04,136.62,38.31,64.06,27.99,28.88
24926,36.14,121.0,35.91,62.2,27.32,29.71
24929,36.18,154.0,40.91,64.02,29.65,29.71
24930,37.2,139.92,39.09,65.71,29.88,29.98
24931,39.29,154.22,41.34,66.69,31.61,30.18
24932,34.41,119.68,36.1,61.18,26.38,27.86
24933,34.96,142.56,37.2,67.32,27.91,31.56
24934,35.35,133.32,37.87,62.13,28.54,27.66
24936,33.46,118.8,35.28,59.76,28.7,27.43
24939,38.74,152.68,40.28,65.87,29.17,29.51
24941,35.47,143.22,40.28,63.11,27.76,26.76
24942,35.24,115.5,34.76,60.94,28.19,28.37
24943,33.78,123.2,37.2,62.68,27.87,28.33
24944,31.22,102.3,34.57,64.45,23.39,31.68
24946,39.29,164.34,40.91,66.65,32.32,31.44
24947,34.37,137.72,35.59,67.83,28.35,32.35
24948,31.93,128.48,35.35,66.57,25.71,31.87
24949,31.5,112.2,35.39,62.91,24.72,28.33
24950,36.02,124.96,37.2,60.87,28.78,25.85
24951,37.01,139.48,38.98,62.52,29.53,29.12
24955,38.7,157.96,40.31,61.06,31.81,27.03
24958,33.23,133.98,37.56,62.68,26.5,28.02
24960,34.96,134.86,38.11,61.26,28.94,27.74
24961,36.46,141.9,40.28,64.65,29.06,28.45
24962,34.69,128.7,38.39,65.43,27.6,31.48
24964,42.32,204.6,45.43,68.19,35.24,31.09
24965,34.41,134.42,38.78,65.47,27.36,29.35
24966,38.11,152.24,40.59,65.43,31.42,29.51
24967,35.98,122.32,36.89,63.27,28.23,28.21
24968,36.77,146.3,39.57,62.09,30.83,26.44
24969,31.89,114.84,37.83,62.24,25.24,26.24
24971,33.98,125.62,36.93,62.48,27.68,27.23
24974,34.61,133.1,39.37,62.2,29.25,27.94
24975,35.35,123.86,36.34,62.52,26.42,28.37
24976,37.99,137.94,39.29,63.58,30.12,27.31
24977,35.67,153.78,40.63,64.33,30.75,29.43
24978,34.17,148.94,38.66,65.91,26.02,29.87
24979,36.02,137.72,38.7,63.9,27.95,28.09
24983,31.38,106.7,33.15,63.11,24.76,29.08
24984,37.87,156.2,40.51,68.98,30.63,31.64
24986,35.51,120.56,34.37,62.05,26.38,29.31
24987,34.8,129.8,36.18,65.83,26.77,29.43
24989,42.64,149.6,38.35,65.79,32.17,31.28
24990,34.69,134.42,37.17,64.57,26.85,27.78
24991,34.76,132.0,37.99,66.57,27.28,30.89
24992,38.07,166.32,39.69,65.51,31.93,29.35
24993,35.2,141.24,37.44,66.93,27.24,30.73
24995,42.44,157.52,40.28,62.91,35.2,28.25
24997,29.8,91.52,32.36,58.39,24.84,26.76
24998,40.83,159.94,40.04,59.96,35.55,25.97
24999,37.28,138.38,37.52,64.65,28.74,29.2
25001,35.71,134.86,37.4,63.7,29.37,28.72
25007,31.85,95.26,32.09,60.35,24.84,26.83
25008,31.85,98.56,33.39,58.78,24.96,26.05
25010,35.04,137.5,40.87,63.46,26.97,30.14
25011,33.82,130.9,36.5,62.2,27.44,29.12
25013,35.47,128.04,35.67,64.33,27.52,29.51
25021,33.5,118.36,34.88,64.45,25.47,30.57
25022,37.28,139.7,38.62,60.04,31.85,28.02
25024,31.97,113.96,35.51,60.47,24.96,26.99
25025,34.06,127.82,36.97,62.87,27.17,28.8
25027,36.14,129.14,37.2,61.93,27.64,29.51
25029,35.31,127.38,36.57,60.35,27.09,27.15
25030,33.58,117.92,34.17,62.44,27.24,30.26
25031,35.12,129.8,36.22,63.35,27.13,27.58
25033,33.03,110.66,34.57,64.25,25.39,29.87
25035,33.94,138.82,37.91,63.27,26.61,29.71
25036,33.11,110.22,34.61,61.77,26.81,28.33
25037,33.46,109.78,35.08,59.13,27.68,27.66
25039,38.94,156.86,39.29,65.16,31.61,30.77
25040,34.29,121.0,36.38,63.19,28.5,28.45
25041,36.57,144.76,38.54,67.64,28.62,30.69
25042,33.35,109.78,34.41,62.68,25.51,29.47
25043,37.56,148.72,39.84,64.37,32.68,28.37
25045,31.34,105.6,33.23,60.98,27.05,27.46
25046,33.27,112.86,34.25,62.91,26.81,31.28
25047,32.68,121.88,36.89,67.52,24.65,31.09
25048,34.76,143.66,38.9,66.5,26.89,31.64
25051,34.17,131.56,39.45,63.86,28.23,28.76
25052,34.25,136.84,38.5,65.83,30.43,31.87
25055,38.78,157.96,40.31,63.46,30.94,29.39
25056,31.57,122.1,37.44,60.24,26.57,27.27
25057,36.73,129.14,36.69,63.62,26.81,29.63
25058,33.62,108.46,32.87,60.08,28.07,27.11
25059,34.76,117.48,37.28,59.37,26.22,27.94
25060,37.87,144.76,37.32,64.65,30.0,29.35
25062,33.27,116.82,34.88,64.33,28.23,32.23
25063,35.43,140.14,41.1,63.78,28.27,27.94
25064,32.56,123.64,36.14,65.87,25.47,31.13
25065,34.41,136.4,39.25,64.37,26.97,28.61
25066,36.14,128.26,36.93,61.81,28.15,27.7
25067,35.39,108.46,35.91,59.76,26.85,27.66
25069,37.13,154.0,40.24,65.35,30.47,30.77
25070,35.79,150.92,40.87,68.43,29.25,30.97
25071,33.9,131.56,36.14,65.08,26.69,29.71
25072,34.96,152.46,39.65,66.46,28.15,31.13
25073,31.18,115.06,35.75,62.4,25.55,29.43
25074,38.31,153.12,40.71,62.4,30.91,27.94
25075,32.6,112.2,36.54,61.46,27.28,28.33
25076,33.5,121.44,35.55,60.43,28.07,27.39
25079,35.0,156.64,40.79,64.41,30.47,29.94
25080,35.75,130.68,37.32,64.17,27.87,29.2
25083,31.61,103.62,33.46,61.38,24.96,27.58
25084,32.99,114.62,34.8,63.35,25.67,28.61
25088,35.51,132.88,37.52,62.32,26.57,28.33
25106,33.74,127.82,35.67,63.46,27.2,30.46
25110,33.78,117.04,35.35,62.28,27.32,29.31
25111,37.76,146.3,39.57,65.51,29.37,29.0
25112,33.98,111.54,35.87,59.06,25.63,26.44
25114,36.14,137.28,36.85,64.76,28.54,29.63
25116,36.3,150.26,40.16,65.67,28.94,28.84
25117,34.29,129.58,36.54,65.12,28.11,32.31
25118,39.17,159.28,41.97,64.45,33.35,28.45
25119,37.01,143.0,39.09,67.52,26.85,30.18
25120,31.89,105.6,33.9,63.07,24.53,27.78
25121,34.57,128.48,36.73,66.69,26.65,30.69
25122,34.17,130.68,37.09,65.91,28.23,29.2
25123,35.35,124.96,36.14,60.94,26.06,26.68
25126,33.74,113.3,35.55,63.03,27.68,30.22
25127,34.25,122.98,35.39,65.39,26.81,30.73
25128,33.58,126.5,36.61,66.65,26.38,31.32
25129,35.94,161.7,41.65,64.69,29.17,29.35
25130,32.44,123.42,35.47,69.37,25.75,34.24
25131,38.03,146.3,38.15,66.22,30.2,29.51
25132,33.39,140.58,40.04,67.13,27.36,30.81
25134,35.16,132.0,38.19,65.24,27.8,29.39
25136,36.85,132.0,36.57,64.69,29.65,28.8
25138,35.75,137.5,37.52,66.1,27.8,30.1
25139,35.24,144.1,39.29,59.72,32.05,26.56
25140,35.87,140.58,37.36,65.47,30.2,29.79
25141,35.55,151.58,38.74,68.7,27.95,32.31
25142,34.53,141.9,37.8,65.91,28.74,31.01
25143,34.09,128.7,36.38,63.07,27.09,30.1
25144,33.31,126.94,35.2,68.03,27.4,32.11
25145,32.83,116.82,37.13,59.69,27.36,27.23
25146,34.65,140.8,37.99,64.45,28.46,28.65
25148,32.72,117.04,34.41,61.57,27.17,26.56
25151,32.99,119.24,35.71,64.45,24.45,30.69
25154,34.29,119.9,36.57,63.9,26.85,30.73
25155,34.02,134.2,36.65,65.35,27.2,29.94
25156,37.52,154.22,41.34,62.99,29.8,28.8
25158,35.87,144.32,37.87,65.87,27.72,30.65
25160,33.5,136.84,37.13,65.24,27.83,30.69
25161,36.38,131.12,37.95,60.83,28.27,26.99
25162,35.31,126.06,37.48,60.63,29.72,25.69
25164,37.6,148.94,39.53,62.99,30.16,28.06
25165,38.5,130.24,37.87,60.67,30.59,26.83
25167,35.24,126.06,36.34,62.68,27.48,28.8
25168,35.39,125.4,35.91,61.18,27.91,27.23
25169,36.97,145.64,39.57,64.29,29.17,28.29
25170,35.91,150.48,40.39,65.31,28.31,31.01
25171,33.31,113.3,34.8,60.94,25.79,27.46
25172,38.03,157.74,41.26,67.24,30.04,31.24
25174,36.02,139.92,40.47,62.99,29.92,28.72
25175,39.53,168.74,40.91,68.74,31.02,32.23
25176,35.83,134.42,37.52,64.8,27.13,28.65
25178,35.31,139.92,38.07,65.16,29.02,30.85
25179,34.8,125.4,37.36,63.39,28.11,28.09
25180,36.02,150.04,39.25,64.69,28.27,29.51
25181,33.07,124.3,36.22,61.18,27.2,27.94
25182,36.57,146.74,39.72,66.93,27.91,30.85
25183,44.96,203.06,43.46,68.74,37.44,30.18
25184,34.45,133.1,37.09,65.35,27.99,30.54
25188,33.66,114.18,35.16,62.28,26.14,28.61
25190,33.86,118.8,37.4,61.1,26.5,27.86
25192,35.63,128.7,37.17,65.28,28.11,30.5
25193,34.45,114.62,35.98,61.14,25.98,29.08
25194,32.56,91.96,32.09,61.5,24.02,28.29
25195,36.85,148.94,38.46,64.13,29.25,30.42
25196,35.04,135.52,38.98,66.57,28.98,32.07
25197,32.68,101.86,34.33,60.87,25.59,28.37
25198,33.9,120.12,35.43,62.36,27.13,29.12
25199,34.65,125.62,36.54,63.46,26.81,30.02
25200,33.86,109.12,35.08,62.44,24.09,27.54
25203,33.54,131.34,38.07,62.83,26.93,28.84
25205,36.38,157.52,40.91,67.56,28.07,30.93
25206,32.6,115.06,34.13,63.43,25.35,29.39
25207,32.05,123.64,36.61,65.08,26.61,28.02
25209,34.61,130.02,37.6,59.37,28.58,26.56
25211,33.54,133.98,37.99,67.8,26.61,30.02
25212,35.2,126.06,36.81,63.46,28.27,29.98
25213,34.72,122.1,35.75,61.81,28.39,27.78
25214,34.76,141.9,38.43,68.5,26.3,30.57
25217,37.68,150.48,38.66,65.91,29.17,30.26
25219,35.91,132.0,37.56,65.51,28.66,32.07
25220,35.94,132.88,36.93,64.25,29.57,29.98
25221,31.97,123.42,36.26,62.36,25.59,29.04
25224,33.39,123.2,37.48,65.83,28.27,30.77
25225,36.34,148.72,39.76,65.47,29.13,28.69
25226,31.93,111.54,35.28,62.36,24.65,27.98
25228,32.09,103.62,34.06,63.98,24.92,29.16
25231,33.9,121.44,36.77,63.7,27.05,29.51
25232,34.45,135.52,38.43,67.05,25.55,31.13
25233,39.06,180.4,42.64,67.17,33.66,31.76
25234,38.86,158.4,41.06,67.8,27.72,32.86
25235,41.73,184.58,42.13,68.27,36.14,31.87
25236,36.22,157.96,40.2,66.61,31.14,31.17
25238,33.19,133.76,38.86,65.98,27.56,29.87
25239,39.29,157.08,40.16,64.72,30.31,30.69
25240,32.13,116.6,36.97,63.11,25.94,28.21
25241,34.41,119.9,36.26,60.24,27.72,28.13
25242,38.74,146.3,39.69,64.88,30.67,28.76
25243,33.78,121.44,36.18,61.93,27.76,27.54
25244,34.06,122.32,35.39,64.33,26.42,31.01
25245,35.43,135.96,39.02,62.83,28.54,28.02
25246,39.25,169.4,42.13,64.25,31.81,28.65
25252,33.98,118.14,37.83,62.76,25.79,28.29
25253,35.35,118.58,35.75,61.5,26.3,28.61
25254,34.06,136.84,39.69,61.14,27.56,27.27
25255,34.84,124.96,36.26,64.8,27.4,29.94
25257,34.88,141.24,39.96,66.06,28.46,30.38
25272,31.81,107.36,35.28,59.09,24.29,26.09
25273,32.44,124.52,36.77,63.19,26.77,28.96
25275,38.15,170.5,40.98,67.4,29.92,30.61
25310,36.85,147.4,40.12,63.58,30.0,28.92
25312,37.64,171.38,41.26,69.88,30.47,32.62
25313,34.17,123.42,36.54,63.27,26.85,28.45
25316,33.27,119.68,34.8,62.2,26.46,26.99
25317,34.49,118.8,34.96,63.9,26.26,30.57
25318,31.65,116.16,34.96,64.17,25.47,30.34
25319,31.73,122.76,37.8,60.55,28.11,27.19
25321,37.76,152.9,41.5,62.68,29.88,29.31
25322,38.62,159.06,40.24,65.67,29.65,29.08
25325,41.34,151.58,39.57,63.54,33.43,28.8
25326,37.52,150.26,38.5,67.6,27.99,30.73
25327,37.87,130.9,37.48,61.61,28.43,28.45
25328,37.95,151.36,40.24,66.06,29.88,29.39
25329,32.8,124.3,39.17,61.46,27.64,26.99
25330,35.47,142.78,37.32,71.89,28.5,36.32
25331,33.31,129.36,37.2,64.88,28.23,30.46
25332,42.44,176.22,41.85,68.39,34.29,30.5
25334,33.23,131.78,39.29,65.12,25.67,28.76
25337,34.41,130.02,36.02,65.98,27.28,30.22
25338,37.17,148.72,40.04,65.08,30.51,30.46
25339,31.26,123.64,37.48,65.51,26.69,29.43
25340,33.66,113.96,35.31,61.42,27.48,28.29
25341,35.71,113.08,35.83,61.14,28.27,26.68
25342,36.06,131.34,39.61,67.05,26.89,31.01
25343,34.57,113.52,35.24,63.27,26.69,29.47
25349,33.66,141.24,36.69,68.11,27.05,32.66
25350,39.17,166.32,40.87,68.98,32.17,32.31
25351,36.34,127.82,36.54,65.16,28.19,30.38
25352,30.94,104.06,33.43,63.35,25.47,30.06
25353,38.5,144.54,40.98,61.81,31.57,30.06
25355,37.28,127.6,36.02,63.03,29.37,29.75
25356,33.5,129.58,37.32,62.48,27.48,28.92
25358,34.65,134.2,39.06,66.42,27.36,31.99
25359,32.99,123.86,36.34,63.98,26.89,30.3
25365,33.66,128.26,36.46,64.02,26.46,30.5
25366,39.13,143.22,39.41,63.66,31.02,29.94
25367,37.05,149.38,39.69,62.76,30.35,29.12
25478,36.5,148.72,41.81,66.54,30.39,29.87
25479,35.16,158.62,41.54,64.17,32.87,30.89
25483,38.15,142.34,38.07,63.39,30.63,28.06
25484,36.18,133.1,37.56,61.73,28.35,29.35
25486,32.95,126.5,36.61,68.54,26.42,31.99
25487,32.95,102.08,35.16,57.01,27.2,25.46
25488,37.95,137.72,38.19,63.5,30.94,28.49
25489,36.06,132.88,38.46,63.23,28.11,28.69
25490,35.55,142.56,37.72,66.3,29.37,30.85
25491,33.82,108.24,32.87,62.28,25.91,29.55
25493,39.65,183.7,44.84,64.65,31.69,28.57
25494,35.16,111.76,36.22,62.05,25.43,26.99
25495,33.54,117.7,34.72,65.04,25.71,29.71
25497,37.68,144.98,39.37,61.34,30.87,26.68
25498,36.77,132.44,39.09,62.52,28.94,27.78
25499,40.35,148.72,39.88,63.82,31.77,28.25
25501,33.82,111.98,34.76,61.02,27.4,27.43
25503,33.39,124.08,35.87,61.54,25.71,28.25
25504,40.43,149.6,38.58,65.08,32.01,29.0
25505,37.91,143.0,39.57,63.66,28.31,28.06
25506,34.45,109.78,34.09,63.23,26.54,28.61
25508,35.08,141.24,38.31,67.32,27.05,30.26
25509,32.48,118.58,35.91,63.27,26.18,29.2
25511,33.19,122.76,35.71,64.57,26.73,29.12
25512,37.4,151.8,39.65,67.36,27.8,31.91
25513,33.43,135.74,39.09,64.49,28.86,28.88
25518,34.72,112.64,34.29,62.87,24.72,29.0
25519,33.58,127.16,36.5,65.43,25.31,29.98
25520,34.06,126.06,38.9,62.6,25.59,28.29
25523,38.78,144.76,39.76,59.92,31.3,28.29
25756,32.05,120.34,37.13,64.25,26.5,28.76
25757,35.31,148.72,41.3,66.81,28.54,30.65
25758,39.17,148.94,40.35,61.1,33.27,27.07
25760,33.19,124.52,35.35,60.51,27.28,26.76
25761,41.14,178.64,41.77,68.46,34.13,31.48
25762,35.08,133.76,37.87,62.72,29.13,27.43
25763,34.65,126.72,37.17,64.21,26.54,28.17
25764,32.68,113.74,34.61,66.46,25.51,29.91
25765,36.38,140.58,38.7,68.98,27.91,29.75
25769,34.96,147.84,40.47,65.04,28.19,29.12
25770,32.99,127.16,39.33,61.77,28.39,29.0
25771,36.61,129.8,37.13,65.63,28.46,30.02
25772,40.87,168.08,41.97,68.15,31.85,30.42
25775,37.32,156.2,41.18,63.43,32.64,30.85
25776,33.82,115.28,36.02,60.31,27.28,27.82
25777,35.59,121.66,36.65,64.02,28.66,28.92
25778,32.72,126.5,37.2,64.8,27.68,30.26
25779,39.65,177.32,40.31,69.76,31.57,33.69
25780,34.72,125.62,36.97,62.4,28.78,28.57
25781,36.61,148.28,38.78,64.37,31.14,30.18
25782,40.43,163.46,40.43,65.04,32.32,27.94
25783,34.17,147.18,40.2,66.54,28.54,30.02
25784,34.02,121.0,36.14,62.13,25.16,28.17
25786,30.94,128.7,37.91,67.44,25.75,31.36
25788,36.73,137.72,37.17,63.11,29.33,28.02
25789,35.67,133.98,37.2,64.8,28.74,28.96
25790,32.48,109.12,33.66,61.3,25.59,26.99
25791,35.55,132.88,39.69,63.66,27.95,28.37
25793,37.83,141.02,38.98,62.2,29.57,28.21
25794,35.79,127.6,36.93,60.0,26.89,27.27
25795,32.99,121.44,36.81,65.08,26.61,28.65
25800,38.78,156.86,40.16,62.72,32.87,29.08
25801,38.39,147.62,40.83,62.83,31.3,27.23
25802,31.77,108.46,35.51,60.83,24.29,27.15
25804,42.64,212.74,45.08,68.58,38.03,31.05
25805,34.06,122.1,37.56,62.44,26.5,27.74
25808,34.06,126.72,37.17,64.57,27.32,28.33
25810,31.89,110.22,35.87,58.54,26.06,25.1
25811,34.72,146.52,39.76,64.06,27.09,28.41
25812,38.23,182.38,44.49,64.57,31.69,29.12
25815,37.68,144.76,39.45,63.19,28.94,28.41
25816,34.53,134.2,38.54,63.5,28.46,30.1
25818,33.94,113.3,35.71,62.52,26.65,28.09
25822,34.57,137.5,38.7,67.01,26.61,30.77
25841,37.44,156.2,39.69,63.86,30.87,28.02
25852,31.46,109.34,35.63,67.05,24.61,30.54
25860,35.47,138.6,38.31,61.81,30.12,26.64
25861,34.09,129.8,37.87,63.9,27.6,30.02
25862,30.98,100.54,33.86,61.89,23.98,29.28
25865,40.12,172.92,42.68,66.42,32.52,29.91
25867,37.72,161.26,44.53,66.61,28.35,28.88
25868,33.98,136.84,38.62,64.41,27.64,30.89
25869,32.56,143.88,41.1,67.6,26.81,31.99
25870,37.09,149.6,38.07,65.16,30.08,29.83
25871,36.57,150.26,40.94,66.46,29.65,29.31
25872,31.22,110.88,34.25,64.76,25.28,30.89
25874,37.32,135.08,37.36,63.62,30.31,28.72
25875,32.64,116.6,35.04,64.61,26.5,30.65
25876,35.75,149.38,40.71,64.29,27.44,29.63
25877,35.94,141.68,40.2,62.64,30.0,27.86
25882,32.28,139.92,38.07,65.87,26.18,30.18
25884,30.83,106.7,34.13,64.29,26.18,30.42
25885,35.67,146.96,40.28,66.38,26.85,29.75
25886,37.01,148.94,38.74,63.35,29.17,28.33
25887,32.91,116.6,36.93,61.69,27.28,27.98
25889,35.12,142.34,38.7,61.85,27.83,28.02
25892,35.47,141.24,38.66,64.17,28.39,28.41
25894,35.28,140.58,38.78,62.24,29.13,28.06
25895,30.28,100.1,33.15,65.87,24.13,31.68
25896,36.89,129.8,36.77,64.84,26.97,28.57
25897,33.66,128.7,37.13,63.7,25.98,28.41
25898,33.58,118.14,37.44,61.06,26.77,26.68
25899,37.09,138.82,38.66,63.31,30.24,28.45
25900,39.45,161.7,40.59,66.14,32.44,29.98
25903,39.8,177.54,41.54,63.78,34.17,25.93
25905,34.25,118.14,36.14,64.33,25.67,28.49
25907,38.54,162.14,41.1,65.43,33.9,29.31
25909,30.71,94.6,33.74,56.22,23.43,24.12
25910,35.94,137.94,38.39,64.41,31.02,29.47
25911,35.2,157.3,40.12,63.9,29.88,27.46
25913,37.05,134.2,38.5,62.72,28.74,28.37
25914,33.07,112.86,35.59,61.73,26.1,29.43
25915,37.48,141.24,39.8,64.33,28.78,29.2
25916,36.22,131.12,37.76,64.92,27.64,29.51
25918,40.55,157.3,40.91,62.13,34.45,29.28
25919,38.98,137.72,38.58,65.79,29.84,29.67
25922,34.96,161.04,44.25,65.94,29.84,29.83
25988,39.29,163.68,41.02,66.22,29.76,29.63
25990,35.47,136.18,37.05,65.28,27.83,29.67
25991,37.6,143.22,39.41,63.07,30.28,29.67
25992,37.87,156.2,39.57,64.8,29.92,28.8
25993,37.32,157.52,41.18,65.08,31.3,27.39
25994,37.83,152.9,39.09,63.15,29.96,29.43
25995,36.89,127.38,36.85,62.83,27.6,29.12
25997,35.12,155.1,41.22,64.69,29.02,29.47
25998,33.43,130.9,36.1,65.08,27.76,29.87
25999,32.32,104.72,34.88,61.26,25.59,28.72
26000,36.5,133.54,36.38,64.09,29.45,29.04
26002,33.31,115.28,36.02,58.82,25.28,28.06
26004,37.36,160.38,39.33,67.68,29.88,34.08
26006,31.02,105.16,34.76,60.12,25.47,27.58
26010,35.47,132.66,36.93,64.69,25.2,29.83
26016,33.46,114.62,35.04,61.97,25.2,28.72
26019,35.59,139.7,38.46,65.55,28.23,30.57
26020,35.94,130.9,36.26,64.57,27.24,29.91
26021,31.5,112.2,35.98,62.91,25.67,29.39
26022,35.43,127.6,36.38,63.35,27.17,29.31
26023,33.27,118.14,36.26,62.13,24.69,29.51
26024,34.25,124.08,36.65,61.65,27.13,26.95
26025,34.21,130.9,37.2,65.12,27.2,29.51
26026,32.87,132.66,37.44,67.05,27.48,33.61
26027,34.49,139.26,37.87,63.78,27.6,29.08
26028,37.05,171.16,41.46,67.76,31.57,31.76
26030,30.63,128.26,37.24,66.26,25.79,31.76
26031,35.31,152.02,39.37,64.37,28.9,30.26
26032,33.31,147.18,38.39,65.79,27.83,30.46
26035,35.2,139.26,38.86,65.87,28.15,31.99
26036,35.47,143.88,38.27,66.57,28.94,32.23
26038,32.83,118.8,36.77,61.06,27.28,28.09
26042,36.18,143.66,37.83,67.44,28.27,31.99
26043,35.16,114.62,35.04,64.69,25.51,31.05
26045,35.43,126.72,37.6,62.32,29.17,28.25
26046,35.59,134.86,38.46,62.52,28.43,26.6
26047,35.51,155.32,40.04,64.45,29.49,30.61
26048,35.55,133.76,40.16,61.42,28.03,27.82
26050,34.29,151.58,38.43,65.24,28.35,31.6
26051,31.42,104.06,34.09,60.94,24.49,28.72
26052,34.45,136.62,38.39,66.93,27.52,31.6
26055,31.46,107.58,35.43,62.13,24.33,27.19
26056,35.79,141.02,37.95,65.04,28.62,32.98
26058,35.94,131.34,36.46,60.39,29.37,27.74
26059,33.9,136.4,38.5,63.9,26.93,29.87
26060,32.2,143.88,39.25,66.3,28.15,33.21
26061,31.46,105.6,33.19,65.59,23.66,31.99
26062,35.08,140.36,38.62,64.88,27.68,31.6
26063,35.79,163.9,40.51,66.22,31.3,31.99
26064,36.77,144.76,39.65,63.19,27.87,29.51
26065,35.35,138.82,39.06,65.63,27.95,30.26
26066,37.87,152.46,38.98,65.04,31.69,29.87
26067,34.84,138.38,36.26,66.65,26.69,30.89
26068,39.72,159.06,39.37,64.21,29.84,30.69
26072,32.48,122.32,36.54,62.32,26.42,27.98
26073,31.38,111.76,33.54,65.16,24.41,31.05
26074,38.46,147.62,37.56,63.9,30.0,31.01
26075,35.55,135.52,38.5,61.85,28.27,27.15
26076,35.94,134.86,39.41,60.16,30.28,26.2
26078,35.91,150.26,40.35,67.09,28.39,31.24
26079,32.4,113.08,33.23,65.75,24.49,29.79
26080,39.17,172.7,41.73,66.65,32.8,30.81
26081,37.09,138.82,39.25,62.4,30.04,28.29
26082,32.36,116.6,34.41,65.31,26.85,33.09
26083,33.31,115.06,35.16,61.54,26.5,28.76
26084,33.46,139.7,38.9,65.55,27.76,30.22
26085,39.41,149.6,38.74,64.96,29.29,29.43
26086,32.8,116.6,34.17,61.81,26.97,29.71
26088,35.08,134.86,38.43,64.37,27.83,29.39
26090,37.52,132.0,39.37,58.78,29.02,25.34
26091,39.92,153.78,40.04,64.45,32.48,29.04
26092,34.29,137.5,36.61,65.04,27.24,30.93
26093,34.02,128.92,35.87,65.35,27.09,29.98
26094,35.63,128.92,36.06,64.02,27.32,29.79
26095,32.6,106.26,33.31,62.13,25.59,29.0
26096,35.04,145.2,39.61,60.75,28.94,26.68
26103,33.58,134.86,38.98,63.31,27.24,29.63
26104,34.29,120.12,35.98,62.68,27.64,28.53
26105,37.48,157.74,40.75,66.46,29.76,31.13
26108,36.54,139.04,39.92,62.44,30.83,28.8
26109,35.08,149.16,41.73,65.63,29.8,29.75
26110,36.57,157.96,41.89,66.22,29.57,30.38
26111,33.11,130.02,36.65,66.18,27.24,30.18
26113,34.72,138.82,40.04,64.45,27.4,31.13
26116,37.36,156.86,40.91,62.6,31.18,28.09
26117,37.76,141.9,36.89,65.04,29.72,30.93
26118,37.32,149.6,39.96,65.47,30.83,30.18
26119,40.24,154.22,39.13,62.8,35.87,30.57
26121,44.45,208.12,44.29,65.98,37.99,29.87
26123,34.02,115.28,36.89,58.9,26.61,26.99
26124,36.61,138.16,39.45,61.73,29.49,28.25
26125,35.2,146.08,39.92,67.64,27.48,32.43
26127,31.54,106.92,34.72,63.98,24.21,30.02
26129,35.83,143.44,39.88,65.79,27.48,29.91
26131,34.06,125.84,37.6,63.19,26.3,30.1
26134,39.09,160.16,42.05,66.73,31.02,31.44
26136,36.38,144.98,40.51,62.01,28.5,28.61
26138,38.11,160.82,38.62,64.25,30.63,30.89
26139,41.89,174.9,41.81,65.51,34.06,32.27
26142,37.48,126.5,36.18,61.73,29.02,27.7
26143,39.02,151.58,38.19,64.06,30.51,28.45
26144,34.13,129.58,38.43,60.31,27.64,26.91
26146,36.02,128.04,35.28,65.35,28.62,31.4
26147,36.22,122.98,36.65,60.87,29.45,26.6
26148,33.03,127.6,36.97,63.94,27.2,29.63
26149,34.69,132.66,35.94,66.73,26.81,31.17
26151,36.42,138.6,36.69,69.45,28.39,32.5
26154,36.26,137.5,37.4,64.8,28.23,32.15
26157,35.43,149.6,39.8,65.71,28.15,30.22
26160,33.98,120.78,34.76,66.54,26.46,31.76
26161,37.36,144.98,39.57,63.39,29.45,27.74
26163,39.13,148.72,39.02,64.96,29.13,28.76
26164,41.42,174.9,43.31,64.88,31.93,30.81
26166,37.8,160.16,39.8,66.26,30.35,29.39
26167,37.72,165.44,39.02,67.76,31.3,32.9
26171,32.05,102.74,34.8,61.38,24.96,27.9
26174,33.66,121.88,37.17,62.87,26.77,28.06
26176,33.66,135.3,34.88,69.21,26.81,33.96
26177,32.64,115.5,34.84,62.05,24.69,28.88
26178,34.37,122.98,34.96,64.41,26.18,29.98
26180,36.42,131.12,38.19,62.13,29.61,28.21
26181,38.5,170.28,42.4,68.35,32.05,33.37
26184,39.37,139.04,37.44,63.78,31.57,30.02
26185,33.86,130.46,37.09,65.28,26.61,30.1
26187,36.34,124.52,34.96,63.98,26.97,30.69
26188,34.37,133.1,38.7,63.5,26.38,29.75
26189,36.81,167.42,41.22,65.28,32.01,30.5
26190,34.76,146.08,38.03,65.94,26.97,30.97
26193,33.19,119.02,35.43,60.55,26.54,28.72
26197,35.83,140.8,37.99,64.76,28.74,30.61
